organizationid,locationid,rowcount
org-e07af72f-850f-4266-a421-23709dd503da,loc-cac13766-f2c9-4024-a05c-db8055972286,13067
org-668e8d67-584b-4d48-8612-9ddec5f0818c,loc-d2ae8c46-cf1f-49cd-99e3-661d2f636cf0,12671
org-21b9c258-ad27-4aab-8663-4d480c235950,loc-96f56d2c-1390-48a4-ac02-b46911c57984,12637
org-668e8d67-584b-4d48-8612-9ddec5f0818c,loc-cca090d7-f0f3-4479-998a-490804f90a6a,12594
org-3300ed5d-1c5c-44a6-8187-a05395397a21,loc-32a543d7-b168-4263-b06e-a71ae9ef505a,12433
org-6f2f1636-254f-4c02-a7da-bc9b1a95c738,loc-045b5268-c7e8-45c9-b00f-f605a588c56a,12405
org-5cf80db5-7a28-4dcf-846b-8cdf5f362269,loc-51261117-c11f-434e-a6a7-7c91e9fa53a3,11876
org-ff0a2581-0549-400a-9522-3ba9dfa8d99e,loc-ad947525-0a97-4383-afa4-2714cf11c369,11208
org-bb489c9b-ceae-40db-8ff0-36f8189239fb,loc-005dc53a-2255-4be4-9644-e7421d3c9f60,11018
org-5834d77c-4c45-4f98-a110-4c0fcd977490,loc-0cc0dfbb-87f9-495a-86ba-bfa00e779016,10916
org-7a87d43c-fd27-47dd-93e0-566a302da86b,loc-5003dce0-5410-4190-8978-dd03ac195f02,10493
org-e07af72f-850f-4266-a421-23709dd503da,loc-14c5cb04-996c-4a4a-9187-255f2c276257,9914
org-a4f5fe04-50ec-48dc-8afe-294f3f8ade4a,loc-581751e1-7b95-4a98-bdfa-6ef02735e1f1,9896
org-e07af72f-850f-4266-a421-23709dd503da,loc-510ac30f-a0b7-4e1b-9cc9-a04425f0720d,9537
org-3300ed5d-1c5c-44a6-8187-a05395397a21,loc-0f2c12d5-7714-41cf-9aee-f5a32b924b40,9494
org-ab5e9805-fdc3-4f36-a231-90d1659ae447,loc-ef21e0bf-a82c-4b98-8ac4-d612e86f843e,9241
org-d7a82a2f-b933-4459-8a1e-91a605df80f7,loc-64459b3f-7b52-4dc4-af5d-fc8f14d9d3bb,8947
org-21b9c258-ad27-4aab-8663-4d480c235950,loc-52cc97d4-0e8b-4ff5-8735-c5c6d7ea6ca3,8882
org-00523c63-32e3-4348-8d6f-09ed1fc2d631,loc-e4bf6ff7-3105-40c2-b9ee-b22bc0167418,8491
org-ab5e9805-fdc3-4f36-a231-90d1659ae447,loc-4278430b-8025-4753-b5cc-c3828f23ba99,8387
org-ee9af658-636e-4419-8c9b-637b69c5fc0f,loc-5b1e0cd9-39a1-4672-9425-40c2783845fd,8239
org-a4f5fe04-50ec-48dc-8afe-294f3f8ade4a,loc-bf92520f-bd20-4316-8f12-d1d4406b201d,8007
org-28e544a5-776e-4870-ac64-d10d069142a8,loc-ab661872-9930-43a4-a4e9-b0f726779363,7917
org-2e18c3a6-5a09-4500-85b9-fd63ea3c7172,loc-c7406fc8-37e9-4010-8993-c878eceaa861,7673
org-12915e1c-208e-4e66-9da5-e1f21aa3d0fe,loc-3f2b3cd9-6fd0-45fc-b0af-dc95fae3b6e2,7523
org-00523c63-32e3-4348-8d6f-09ed1fc2d631,loc-d5bb29e9-a42f-43d9-96fb-77b90cbe1a99,7396
org-c0b45cff-b4b8-4bf2-8d97-5aca04145b9b,loc-220cb144-28f8-4d15-8a86-a42cbb24f7ca,7303
org-01f3c609-7e51-4d35-8d13-d00634a67c42,loc-7ed6db4f-9f16-4748-8ace-0fb37cfaffc4,6854
org-5cf80db5-7a28-4dcf-846b-8cdf5f362269,loc-bf255018-d7ba-41f1-9430-33bfd186bebc,6724
org-687543d8-de97-4238-8dad-8445157ea73a,loc-c9ac0535-bdc7-4f48-b3b8-3a3468d6c5a7,6367
org-0281beee-a2f2-46fb-ac88-cc20df85fbfc,loc-64daba34-84aa-429e-9b11-db9e8ac04dc3,6297
org-d4efebe6-0ab3-4f44-a113-b9653a58c1d2,loc-6ca27cb7-70af-4f72-9647-46215449bb7e,6296
org-4eb0858e-7f92-435e-bc51-7bed67a55961,loc-81de0fdc-5c6d-46bf-a550-4715b18ead9a,6183
org-96ed1e1e-a4de-4de0-9b82-4be94e203960,loc-582c9767-814b-4931-b82e-7ca548286ca6,6137
org-0c560cc7-c54c-4bb5-84cf-35c57d3755f3,loc-01bb140e-a6b6-49d2-9e89-972809bd954c,6002
org-8c7eb7e3-5278-4898-b362-6efbf82c756e,loc-44d1f625-2f79-4d55-9451-7c122a461854,5969
org-668e8d67-584b-4d48-8612-9ddec5f0818c,loc-d01c932a-10c7-4d48-95d7-7f536c1a8e8f,5769
org-b83949a2-5552-4629-8af2-d3413b6f56c3,loc-0818d313-95ae-4ab1-8864-5b61c73e1abc,5766
org-5754517c-2155-4384-8782-985725f44100,loc-405e624e-dd80-4f2b-80ee-35d7672e7c49,5502
org-38ce5a94-18db-40ef-afbf-d5988bed091a,loc-c9371528-7d1c-48a1-9d53-2993e6a2ca94,5478
org-72d73803-0843-4e4b-9dbc-be7ae776e03a,loc-0042ecb4-aab8-4245-9da9-9b7ae41f2e8a,5424
org-db3b1944-eb78-468c-9338-7285a785eb13,loc-1dd407a6-da1f-4356-ada6-6d80b576a2ea,5261
org-c423a6da-65d4-4372-81f8-d80fecf3e71f,loc-32858cfb-d67e-47aa-9063-5a707ea296a3,5197
org-28e544a5-776e-4870-ac64-d10d069142a8,loc-70d455a9-055f-4791-b914-8beca208828a,4956
org-0281beee-a2f2-46fb-ac88-cc20df85fbfc,loc-3c43566f-87d2-406e-be0f-e6e967d89b97,4909
org-71bf3ee7-4dc4-46ae-8e79-70240c1246a5,loc-e452cec6-59ef-4d7e-83d1-f12f360eab55,4719
org-5754517c-2155-4384-8782-985725f44100,loc-d011a08f-d34a-4128-aa24-13810aa8b7f7,4669
org-38ce5a94-18db-40ef-afbf-d5988bed091a,loc-6a5094de-561c-4379-8670-22f415d15414,4545
org-ec036282-b0cb-48b7-b085-07778d8a9490,loc-c076b112-69d3-4ea5-9e04-e8288174337c,4268
org-21b9c258-ad27-4aab-8663-4d480c235950,loc-86e58b1d-f535-47b2-9f7f-14d8c8d0591a,3965
org-c69b01ce-4313-4fd1-9a96-101c60ec087c,loc-65c28baf-bf54-41e4-9421-7707eef56f5b,3837
org-d7a82a2f-b933-4459-8a1e-91a605df80f7,loc-d8ce36f8-7437-4a55-a6ac-8bb7daed03ea,3724
org-ab5e9805-fdc3-4f36-a231-90d1659ae447,loc-2a65a81e-02f5-4260-ab1e-81271b0bc4d4,3604
org-aeb28116-ef76-488e-aa3a-07a1f5f6d730,loc-79a4eb86-9ac9-4a31-9dd4-39d172c372aa,3439
org-f45f1d01-3e76-4d15-b943-89292dc84eaf,loc-1f35d99d-c676-4b37-8e3b-23a2f8028906,3383
org-7bd17b79-edd7-48bf-b655-dd2fbb1650a7,loc-44ea7725-5e80-48e1-b889-b0f3d710c463,3335
org-4eb0858e-7f92-435e-bc51-7bed67a55961,loc-cf059f28-aaaf-49b5-a6fa-0857fc4feae5,3322
org-06f2ea93-bc07-4f0b-9d46-3cf13d0c5f54,loc-cba8bde9-0102-45ff-8832-e20e8aad57bf,3079
org-3f114600-d00c-435d-8b54-7492b7f7594c,loc-c6370aa7-2dba-42dc-bd40-85cbbe166f98,2777
org-d9b572d8-78e8-4a79-9590-ac87aa6633da,loc-ba898a4b-3b65-4471-b12f-22cd1915eb98,2770
org-bc69b704-54f9-4233-bcd5-16c052d58d8f,loc-786d1a3f-b88c-4574-994c-49c6fa299e93,2680
org-687543d8-de97-4238-8dad-8445157ea73a,loc-feda56d2-09d0-477e-9340-71fc20ebb7a7,2665
org-2794056e-e4e8-4684-a049-2375b720f22d,loc-d36e5a9e-0930-43e2-8424-ba7ed4743584,2653
org-e07af72f-850f-4266-a421-23709dd503da,loc-4a44d9db-2f7f-4938-95a9-cb4c2c85a30b,2588
org-7dae0fef-a910-43db-a8ac-63e9029e1a9e,loc-afe74faf-0467-44d6-b2a4-edec26cbe3d3,2577
org-8c7eb7e3-5278-4898-b362-6efbf82c756e,loc-ca690711-63cc-4bf2-b254-1762400548fc,2555
org-687543d8-de97-4238-8dad-8445157ea73a,loc-8f5e17b9-63b2-45b1-aa00-fbc7c6cbd4b8,2526
org-38ce5a94-18db-40ef-afbf-d5988bed091a,loc-0157ddfc-5ed5-434f-8dfc-43d0ef0e4f58,2497
org-d7a82a2f-b933-4459-8a1e-91a605df80f7,loc-fe01cd5d-cea8-4543-8e5b-b98dfb0a18ce,2410
org-d4efebe6-0ab3-4f44-a113-b9653a58c1d2,loc-2bd29e8d-b962-472e-9e01-1ff06b6f9172,2247
org-85f0bf1b-7685-43da-bfc2-730888ca6564,loc-a4f93305-865f-4977-939f-b7108d4d5d18,2203
org-cdd50fb4-2288-4767-950e-9888472054d2,loc-1ed3b4ff-2628-4487-a209-5cffff6f7656,1872
org-00523c63-32e3-4348-8d6f-09ed1fc2d631,loc-4a534c30-5c93-4a2d-966d-3285f48454be,1845
org-ec036282-b0cb-48b7-b085-07778d8a9490,loc-688b588e-1970-4140-988f-1daf8fd3f37e,1782
org-5834d77c-4c45-4f98-a110-4c0fcd977490,loc-8d0cc4c3-979e-4896-b212-c92b628133d5,1758
org-38ce5a94-18db-40ef-afbf-d5988bed091a,loc-441ee812-cfd1-4f02-9ab3-ec42145d6f2e,1738
org-7b76f4b4-7732-43b7-8c89-0a6c949ba1c2,loc-f30af4c3-0df4-4b6b-ad08-c35ab25b1fa4,1646
org-056369e9-e33f-4fe6-832f-6bc1e4105370,loc-e5a387a9-ae1b-4b0e-a553-46bdd0c98d8a,1645
org-ccab0ac0-6515-439e-9adc-80ac4b40fed8,loc-33cc2d3f-3151-49cf-8fbf-1ec2fee99327,1614
com-aqucw8u0y8,loc-8bbd5999-c84f-4018-bd33-4793f7abb73f,1577
org-c11f4a3f-e61e-4696-937a-81a2fa572561,loc-338d2168-a402-42e0-bce0-91b9c7e531f0,1540
org-7bd17b79-edd7-48bf-b655-dd2fbb1650a7,loc-8d084ad1-7a78-44c5-b0e9-bcd44fe87561,1516
org-5cf80db5-7a28-4dcf-846b-8cdf5f362269,loc-6c5ebd5c-ab8e-4d64-a798-02b156c2ccce,1497
org-a975e600-207e-43d6-9758-94d0125442d8,loc-71aeee91-edc0-47d9-93f2-edf1630fd004,1420
org-b46729a6-a586-48c6-9ad0-92f669762966,loc-8a13d83c-b924-4d70-9543-63a3aa45b928,1401
org-2e18c3a6-5a09-4500-85b9-fd63ea3c7172,loc-a4677d45-51ee-47c7-9aaf-871435e01480,1394
org-28e544a5-776e-4870-ac64-d10d069142a8,loc-70f50988-a599-4525-bb72-a39c34fa17d4,1369
org-ccab0ac0-6515-439e-9adc-80ac4b40fed8,loc-e29aa2f1-e5c8-4fb4-aaad-0bbe5349f21d,1357
org-a4c2cad8-133f-4069-9db3-2b42fb21d48e,loc-b5ae5758-c92e-4a98-b49b-b3fb0adc4dae,1327
org-64121de0-4c03-4e3d-a4d3-407368a5b61e,loc-046e03f5-0e05-427c-aa35-ed48cff332f5,1327
org-ab5e9805-fdc3-4f36-a231-90d1659ae447,loc-6f65999a-4b5f-48e2-a4a7-15bc40a7e74a,1320
org-6f2f1636-254f-4c02-a7da-bc9b1a95c738,loc-2ef772ad-1767-40bc-b831-cc65b064cc55,1311
org-7a02ae5b-24ac-4571-8363-07bede9a32ae,loc-10a0e9f7-d6ba-4f18-bde5-813c232037f2,1226
org-14bb3e55-31ab-48f3-8a7f-b11e32c097c0,loc-1858d0b2-9761-48b0-980f-5f366ad1dfe3,1197
org-1bef5837-8eab-4598-ba3a-76a672a1f020,loc-83e04639-41f8-4165-af63-f3adc6a2da11,1169
org-7552bfa8-4d06-49a7-9d51-db3b547776d5,loc-db56cb34-28d3-4b80-bba1-b2370a70a534,1165
org-6844ae40-c720-4b76-b928-b598fdabdf94,loc-fcd4cd84-111a-40c1-9443-9098c8ac3dc7,1143
org-c0b45cff-b4b8-4bf2-8d97-5aca04145b9b,loc-8104a1bb-d800-40cb-b26b-c01b53685363,1138
org-5cf80db5-7a28-4dcf-846b-8cdf5f362269,loc-38917894-f994-48cf-9d62-453760a97334,1125
org-01f3c609-7e51-4d35-8d13-d00634a67c42,loc-2733bbc3-0f42-4d98-a8d7-718ecbae89d5,1067
org-fce5853c-91e9-4f26-bdcf-120c6812bba3,loc-936ef936-9bef-49f0-ac63-04d162d162b5,1050
org-668e8d67-584b-4d48-8612-9ddec5f0818c,loc-eab737a2-43a0-4d00-aaf8-ee235301ebd5,1016
org-7bd17b79-edd7-48bf-b655-dd2fbb1650a7,loc-4dcbb5ab-2eb3-474c-9ca9-1c4cca2717cf,973
org-5cf80db5-7a28-4dcf-846b-8cdf5f362269,loc-62095d99-1328-4943-ab39-42d31ee5c6ce,967
org-5cf80db5-7a28-4dcf-846b-8cdf5f362269,loc-d3f6a0f0-1486-4ff5-8ebf-55a67a971516,944
org-668e8d67-584b-4d48-8612-9ddec5f0818c,loc-655e3be8-3f35-4415-9971-25f8ebb6bce1,894
org-5cf80db5-7a28-4dcf-846b-8cdf5f362269,loc-e67a98fa-5a72-4c86-929d-9d9682471279,891
org-8b87e315-9a86-4837-957a-ba77d8bca9fd,loc-5e671c81-b2de-4398-9821-0ffd70407b2c,890
org-5cf80db5-7a28-4dcf-846b-8cdf5f362269,loc-1f10bf4c-5e24-49c4-9873-159cdabf4086,857
org-490e23ce-6f23-4d3d-8544-8728f0965cfc,loc-9e2322e6-f9b0-4f73-80c9-140e04b6812f,842
org-c0b45cff-b4b8-4bf2-8d97-5aca04145b9b,loc-63ec38e6-fc7b-4243-9bf9-413858e015cb,828
org-5cf80db5-7a28-4dcf-846b-8cdf5f362269,loc-a282ea74-5e06-4a2d-8d04-001503d6532d,819
org-5cf80db5-7a28-4dcf-846b-8cdf5f362269,loc-874723a1-9aa4-4aba-97bb-5c5980d90292,815
org-b167596f-4d4b-426e-ae47-7ade87623ce2,loc-967ee122-c178-43d9-aeef-d2aa65e736fc,800
org-bb86f050-c46e-4eec-9ff2-f53c3fadba58,loc-a2f88b39-d45e-46ae-9794-60a64a943d88,795
org-5cf80db5-7a28-4dcf-846b-8cdf5f362269,loc-939c78ea-2e31-4d1c-9bc2-3f310be47625,771
org-38ce5a94-18db-40ef-afbf-d5988bed091a,loc-b0e0b6c5-1144-4eb0-8956-42c9ff4f3db6,770
org-7b76f4b4-7732-43b7-8c89-0a6c949ba1c2,loc-810637ee-2c14-4d56-b2fe-932068533cd0,769
org-2a943fc7-b8f7-437f-8d68-b9e0686c4536,loc-5684173c-9147-4c97-aaba-e17ffb20ca79,742
org-72eadd77-9220-4e49-89ac-e237aec382c3,loc-a2584143-27a8-4465-813c-99b432d51184,739
org-668e8d67-584b-4d48-8612-9ddec5f0818c,loc-51dcc47f-06e6-4c31-aaf8-1fd2587d4014,727
org-5834d77c-4c45-4f98-a110-4c0fcd977490,loc-57c5cfe2-5ff4-4616-8d06-4fac6d9ecdc7,707
org-668e8d67-584b-4d48-8612-9ddec5f0818c,loc-877d0fb2-2bc9-4faa-8108-18025d2f12b6,702
org-490e23ce-6f23-4d3d-8544-8728f0965cfc,loc-b2e07e29-8760-48d3-8ccc-764e480cff59,698
org-9209d7be-90a1-4144-bcaa-74034f9fb735,loc-29bf3b41-b353-42fb-bb4a-dc8657763455,693
org-d5158cfe-eafe-4ebc-934a-e36c199337d5,loc-ce0958c2-ef8e-4a2c-8bea-8e35fd240dcd,688
org-d7b0699e-c988-4a3a-aac2-66c0daa2dc9b,loc-a66c39bb-c7c2-495e-900e-8d3bd87ac584,683
org-c0b45cff-b4b8-4bf2-8d97-5aca04145b9b,loc-03d7fee3-5029-4c74-bc0a-e2b33e9f0a99,683
org-6f2f1636-254f-4c02-a7da-bc9b1a95c738,loc-6582776c-181f-41c7-b12c-a66e5c0064bc,675
org-5cf80db5-7a28-4dcf-846b-8cdf5f362269,loc-29da9a55-054b-4c7f-a954-2bfa34ab9e79,667
org-bc69b704-54f9-4233-bcd5-16c052d58d8f,loc-ee9ac4fe-4cfa-4839-ae9b-b19d67934097,648
org-4585bb5a-550f-4776-8293-32326ec86a77,loc-899cfd66-88fa-4b5f-a9f2-ac7c27fcce99,646
org-ccab0ac0-6515-439e-9adc-80ac4b40fed8,loc-44689201-3c82-4449-86a4-38425f1c1aca,623
org-d0355cb5-5907-4f98-938a-1559cc3bb990,loc-4f88640a-984e-4ff5-9fdd-4deede1f518b,622
org-ec036282-b0cb-48b7-b085-07778d8a9490,loc-01eae93d-556c-4d3e-ab63-c8ee27b12f99,621
org-8b02b14a-4a7b-4e16-9bd1-1214f3efad09,loc-a133266c-e2b5-4021-8a20-ddc8981b9f28,609
org-f767fa96-faf2-45cd-a7fa-b425c2c7ff88,loc-329ca1e2-4d57-4e95-94b0-297391e53c1f,597
org-c0b45cff-b4b8-4bf2-8d97-5aca04145b9b,loc-27595970-8fa7-4d26-932d-a4fcaafe0f96,593
org-2e18c3a6-5a09-4500-85b9-fd63ea3c7172,loc-4882f0da-fd6f-4446-b0bd-d18e09c0ba2d,585
org-5cf80db5-7a28-4dcf-846b-8cdf5f362269,loc-c64bf046-39dd-403d-b840-a8ee5523b80f,584
org-d0355cb5-5907-4f98-938a-1559cc3bb990,loc-fd6768db-a5e9-4574-8c86-a7117319c58d,573
org-668e8d67-584b-4d48-8612-9ddec5f0818c,loc-61c9cc3d-6b74-42dc-8005-d229c824a98e,565
org-c0b45cff-b4b8-4bf2-8d97-5aca04145b9b,loc-95263cdf-7379-43d1-9cf4-0c93c3125927,559
org-c020454d-dfd5-470a-88a6-007c496507d9,loc-ded62d51-3118-4583-9eee-79d518cc717a,553
org-668e8d67-584b-4d48-8612-9ddec5f0818c,loc-ce6e37ea-4410-4225-8c16-113211006a3f,552
org-c0b45cff-b4b8-4bf2-8d97-5aca04145b9b,loc-2d5a50d4-392a-4774-a41c-8cc74f22d371,535
org-14bb3e55-31ab-48f3-8a7f-b11e32c097c0,loc-cd90f3da-6b26-4218-852b-5ca87d5e3ead,535
org-7b76f4b4-7732-43b7-8c89-0a6c949ba1c2,loc-a8001c98-ee9d-4235-95d4-aa50d1b12a9e,523
org-490e23ce-6f23-4d3d-8544-8728f0965cfc,loc-247f5b1b-bacd-46f6-b416-e32a90d81acd,520
org-1a651fec-a83d-4217-87e3-d0f4ba536446,loc-bee1a041-84bb-4cd2-9533-50403bca372c,497
org-95081a48-141d-41cb-b821-4eda70379621,loc-e3fd3bc5-cc95-4c80-a433-de01b53fe999,474
org-5cf80db5-7a28-4dcf-846b-8cdf5f362269,loc-6ef831d3-faca-4947-a99b-4656ac41c25b,469
org-4585bb5a-550f-4776-8293-32326ec86a77,loc-32ca4b61-5350-435d-ac7b-56ebec38d536,465
org-2860c9bb-1a6d-482c-aa7a-d3fce2556b66,loc-57afbaae-26b8-4efd-936f-cc645150be71,458
org-0991e484-3371-48e3-ae2d-dd7639b00327,loc-36a67e05-cb3d-472f-9651-6ecf8ebc14b6,435
org-668e8d67-584b-4d48-8612-9ddec5f0818c,loc-3c573e4a-9e6f-47df-98f0-29b0143d457e,394
org-81961a5e-0b5a-4e74-bd1f-9dbce15fc3ee,loc-f5a0738a-52de-4162-8c89-ad1774a5d59e,385
org-668e8d67-584b-4d48-8612-9ddec5f0818c,loc-189597c2-9cd4-46e0-84b0-5f521e455de9,384
org-490e23ce-6f23-4d3d-8544-8728f0965cfc,loc-e64a2f15-2da8-4683-82d6-1234afdc34aa,382
org-5cf80db5-7a28-4dcf-846b-8cdf5f362269,loc-80acc398-4bb5-47fe-afdf-544935aba9d8,377
org-7b76f4b4-7732-43b7-8c89-0a6c949ba1c2,loc-0a80b5a6-3987-4771-bfe6-b284613088d8,373
org-dn9ukvce9j,loc-d4d41d8c-d276-4e4d-afd6-ddd89ec029e1,362
org-5cf80db5-7a28-4dcf-846b-8cdf5f362269,loc-045a3a40-2d31-4c7d-8720-f2ba59687eb7,356
org-668e8d67-584b-4d48-8612-9ddec5f0818c,loc-72d507f7-20e0-4244-acf3-c8296a51993e,354
org-668e8d67-584b-4d48-8612-9ddec5f0818c,loc-146f8528-6d37-4aa4-ac70-275d428a138a,353
org-fce5853c-91e9-4f26-bdcf-120c6812bba3,loc-97b3c617-f82c-4929-a130-f802472c7ff2,348
org-72eadd77-9220-4e49-89ac-e237aec382c3,loc-34cfdbd0-d44b-4605-94fb-8a990a90eba2,342
org-c0b45cff-b4b8-4bf2-8d97-5aca04145b9b,loc-c7057e1e-1526-44ec-a418-3671e3dbbeeb,335
org-5cf80db5-7a28-4dcf-846b-8cdf5f362269,loc-30320f69-2b42-49bf-9a9b-de063afeb09e,334
org-e07af72f-850f-4266-a421-23709dd503da,loc-d0f4c6f1-9c40-44be-ac74-6484a65031e5,319
org-b46729a6-a586-48c6-9ad0-92f669762966,loc-385a828f-c036-4fea-bfae-2a4a7d7a39f9,313
org-c1047cb3-6f67-4800-8e27-99c54d3980bc,loc-4c301b90-1cd2-4bcc-8b94-009656c897b7,298
org-7b76f4b4-7732-43b7-8c89-0a6c949ba1c2,loc-255468cd-1236-434d-97bc-b23d2fb40d14,298
org-5834d77c-4c45-4f98-a110-4c0fcd977490,loc-c5c4386c-c04a-43f2-9a91-61983b93e770,298
org-c0b45cff-b4b8-4bf2-8d97-5aca04145b9b,loc-62b47ec8-4fc2-4a8b-b395-a00c44ddb8d8,295
org-9209d7be-90a1-4144-bcaa-74034f9fb735,loc-50f82531-acd9-40bb-87d1-1e211d59ed0b,286
org-5cf80db5-7a28-4dcf-846b-8cdf5f362269,loc-9fa891e4-2f3e-4e8c-a389-88bed61bb7a9,272
org-1ba4c95c-5467-49c0-8243-24cfee7e708c,loc-12ba66a9-e85b-446b-baad-679e03c7c360,265
com-q9raq2mv7j,loc-mxvhckwa9g,257
org-01f3c609-7e51-4d35-8d13-d00634a67c42,loc-7d85cf79-4865-4bc4-9c42-ba5260c16853,257
org-65bbe78d-c83b-49eb-aeab-0d7a17bc7239,loc-0e7d6220-d89c-4201-8a0d-71822496f5aa,256
org-668e8d67-584b-4d48-8612-9ddec5f0818c,loc-910ccc78-c44d-4c87-a212-3977322c2f5a,249
org-deb56aa5-9a48-4d22-be8d-e740884ff6ce,loc-223bb0d7-3b60-4405-95a2-4d140b05c1ee,248
org-d7a82a2f-b933-4459-8a1e-91a605df80f7,loc-df0862d3-2ab5-44e8-86c4-56d3cf067c95,248
org-8aa8f39e-182e-4069-9367-3ddfd9b9ac42,loc-441c59d1-3bc5-4167-b631-a94af771e292,243
org-00523c63-32e3-4348-8d6f-09ed1fc2d631,loc-39b02232-5a4d-4742-b56a-1d9259cca742,229
org-39aae17b-826b-46fa-8db0-623c437e36bd,loc-4add362b-1368-4453-b736-79344720cbbc,222
org-d4efebe6-0ab3-4f44-a113-b9653a58c1d2,loc-e60e71e9-9be3-4d55-aa83-23ef8f8137a4,213
org-7b76f4b4-7732-43b7-8c89-0a6c949ba1c2,loc-74bbb888-dc97-4f0f-b28a-5b4fed988787,210
org-81961a5e-0b5a-4e74-bd1f-9dbce15fc3ee,loc-10f1464d-a326-4267-987e-9860caab737a,210
org-3300ed5d-1c5c-44a6-8187-a05395397a21,loc-97cd283b-07ab-4e18-8a7d-2509e704e7c2,206
org-91d0f611-fa06-42dc-b616-282c4d8dfda3,loc-a9023608-4c34-4ad2-b234-d9cd754b49f2,196
org-81961a5e-0b5a-4e74-bd1f-9dbce15fc3ee,loc-a6361798-d9bf-4a75-8a5a-d9eb7d3ccf86,193
org-668e8d67-584b-4d48-8612-9ddec5f0818c,loc-9cfc192b-d35d-4cdc-ab05-15cedd34d99f,188
org-5cf80db5-7a28-4dcf-846b-8cdf5f362269,loc-1ceedda5-1f2f-49af-852d-e981afdefe50,186
org-c0b45cff-b4b8-4bf2-8d97-5aca04145b9b,loc-dea174fc-7479-4e93-ba7b-853149a86002,185
org-5cf80db5-7a28-4dcf-846b-8cdf5f362269,loc-f42e2dd4-4c12-4ada-9d9b-153aee590b24,175
org-678b35be-89ef-4ed4-a108-99f68838b943,loc-3ade33cd-f186-4d3b-9edb-3d03449b3e9b,162
org-c0b45cff-b4b8-4bf2-8d97-5aca04145b9b,loc-e262033c-e310-4a28-b128-4ea0d7ad99ce,155
org-b9ae9059-7406-4995-ba04-b2dcc28d1ef0,loc-ac8d7868-f180-4a0b-af65-5c816580ef84,152
org-7b76f4b4-7732-43b7-8c89-0a6c949ba1c2,loc-17d2c6db-340d-4071-9660-46adb156aaf5,150
org-668e8d67-584b-4d48-8612-9ddec5f0818c,loc-d804b7c1-4204-4a47-90b4-9c12de4bf544,141
org-06f2ea93-bc07-4f0b-9d46-3cf13d0c5f54,loc-cc8472f4-5c3e-4aee-bceb-267dccfa47df,135
org-d0355cb5-5907-4f98-938a-1559cc3bb990,loc-3cee0359-0ed0-4d39-a91a-91a6a0a2d897,131
org-b0e68dc8-58e7-4b15-a577-af573fe3f78e,loc-b059c6ed-def5-4ead-85fe-f094d070f125,130
org-668e8d67-584b-4d48-8612-9ddec5f0818c,loc-9b8100f3-d977-4288-9c03-1c5d0742526b,128
org-668e8d67-584b-4d48-8612-9ddec5f0818c,loc-41b6603f-d382-40ae-97af-2089c101187d,128
org-00523c63-32e3-4348-8d6f-09ed1fc2d631,loc-bc154f25-a21d-4c85-bc5b-f39594199911,122
org-271f7cc5-29e3-44e8-bbe2-a17923d3baf4,loc-dae0d8f5-0041-4a9f-9e28-075d7cde08e0,118
org-00523c63-32e3-4348-8d6f-09ed1fc2d631,loc-d84e3ac3-e7c0-4b78-8b71-6278a30ba290,117
org-dn9ukvce9j,loc-6ef412b3-52fb-4ce9-94a6-3a6af9246342,116
org-c0b45cff-b4b8-4bf2-8d97-5aca04145b9b,loc-78387fe4-7c2c-403c-a1b6-f2553a2d043f,112
org-b9ae9059-7406-4995-ba04-b2dcc28d1ef0,loc-bc073bb4-866a-4d07-80c1-3a4d510b368d,110
org-5cf80db5-7a28-4dcf-846b-8cdf5f362269,loc-345bb370-1ef0-4cbd-abb1-546b332dfea4,106
org-9fd6aa98-d8f1-40bc-bd86-73c6a898ef1e,loc-6b2742ee-a8a8-466e-bddf-d69e0089f6b5,101
org-5cf80db5-7a28-4dcf-846b-8cdf5f362269,loc-a09c3940-2f77-4e49-90da-be836264a01f,101
org-5cf80db5-7a28-4dcf-846b-8cdf5f362269,loc-ca44ff60-6e89-4812-9dcd-49056e1efdd2,101
org-668e8d67-584b-4d48-8612-9ddec5f0818c,loc-d2743f42-3ee4-4671-81c1-2c1122f5b533,99
org-668e8d67-584b-4d48-8612-9ddec5f0818c,loc-7897c531-9f73-4102-95a7-0101e0052eef,97
org-c0b45cff-b4b8-4bf2-8d97-5aca04145b9b,loc-61f595a9-00ce-4beb-b6a6-abb520de5e62,95
org-45298862-0aa5-4254-9985-73fffcc7bbf3,loc-f70c2c8c-0e2d-48f2-b7fb-a4c9c8239ac1,89
org-668e8d67-584b-4d48-8612-9ddec5f0818c,loc-49afa185-4f06-4265-b9c5-eace9bd03eca,76
org-d7b0699e-c988-4a3a-aac2-66c0daa2dc9b,loc-cb90fac9-182c-42a3-84cc-d32a1bfbecd5,75
org-668e8d67-584b-4d48-8612-9ddec5f0818c,loc-4b952666-d239-4c8f-852f-4387a59bffdb,75
org-668e8d67-584b-4d48-8612-9ddec5f0818c,loc-d87d1bbd-5bfc-4856-b1be-390be6347c2a,73
org-668e8d67-584b-4d48-8612-9ddec5f0818c,loc-fba07c26-3461-4647-a8a0-d9e3fc728320,73
org-668e8d67-584b-4d48-8612-9ddec5f0818c,loc-7ad4b006-ffb0-49d6-b54a-392dae8d9cd6,72
org-668e8d67-584b-4d48-8612-9ddec5f0818c,loc-dffdab42-5a5e-47de-81d6-643860613c34,72
