organizationid,organizationname,locationid,locationname,catalogid,catalogname,menuitemid,menuitemname,item_class_type,modifiergroupid,modifiergroupname,modifierid,modifiername,modifier_class_type,is_modifier_default,min_quantity,max_quantity,allow_quantity_increment,increment_step,modifier_default_quantity,is_modifier_invisible,calories,price,is_modifier_active,is_modifier_deleted,modifier_created_on,modifier_modified_on,sysinserttime
org-tf5i2lw1qz,Sakshi Demo,loc-f9507722-f4c3-45a1-a7a6-6358548bea05,A&w Lab new(Dont take order),catlg-5f49688b-1b0a-4963-9e20-90dba233b023,A&w Lab new(Dont take order) Catalog,itm-6111f62f-7b1f-4085-80f6-a04f71e65d45,Mini Meal - Bacon Single,0,modgrp-714a3554-6806-4a29-9e33-7ee10d1b2af6,Sauce,modfr-276ef1cd-4cf7-4224-9fc5-f2d2d7a696f5,BBQ Sauce,0,False,0,8,True,NULL,NULL,False,,0.2500,True,False,2025-08-22 06:57:39.012649,2025-08-22 06:57:39.012649,2026-06-21 12:57:49.224706
org-tf5i2lw1qz,Sakshi Demo,loc-f9507722-f4c3-45a1-a7a6-6358548bea05,A&w Lab new(Dont take order),catlg-5f49688b-1b0a-4963-9e20-90dba233b023,A&w Lab new(Dont take order) Catalog,itm-58f3f435-31e9-49c3-a45b-9d61d8e8da20,Kid's Corn Dog,0,modgrp-b72ffade-4c38-473e-bfc0-101f7fdc4e1f,Food Modifiers,modfr-36d60814-bf93-42aa-a157-63f7ab6546cf,Ketchup,0,False,0,99,True,NULL,NULL,False,,NULL,True,False,2025-08-22 06:57:39.012652,2025-08-22 06:57:39.012652,2026-06-21 12:59:32.553003
org-tf5i2lw1qz,Sakshi Demo,loc-f9507722-f4c3-45a1-a7a6-6358548bea05,A&w Lab new(Dont take order),catlg-5f49688b-1b0a-4963-9e20-90dba233b023,A&w Lab new(Dont take order) Catalog,itm-58f3f435-31e9-49c3-a45b-9d61d8e8da20,Kid's Corn Dog,0,modgrp-b72ffade-4c38-473e-bfc0-101f7fdc4e1f,Food Modifiers,modfr-3a581c46-ac3c-4753-9a5d-3c5277c49aa6,Onions,0,False,0,99,True,NULL,NULL,False,,0.5000,True,False,2025-08-22 06:57:39.012653,2025-08-22 06:57:39.012653,2026-06-21 12:59:32.553003
org-tf5i2lw1qz,Sakshi Demo,loc-f9507722-f4c3-45a1-a7a6-6358548bea05,A&w Lab new(Dont take order),catlg-5f49688b-1b0a-4963-9e20-90dba233b023,A&w Lab new(Dont take order) Catalog,itm-58f3f435-31e9-49c3-a45b-9d61d8e8da20,Kid's Corn Dog,0,modgrp-b72ffade-4c38-473e-bfc0-101f7fdc4e1f,Food Modifiers,modfr-43e04c6d-7c12-4a7b-80c0-a89efd25f7da,Lettuce,0,False,0,99,True,NULL,NULL,False,,0.5000,True,False,2025-08-22 06:57:39.012652,2025-08-22 06:57:39.012652,2026-06-21 12:59:32.553003
org-tf5i2lw1qz,Sakshi Demo,loc-f9507722-f4c3-45a1-a7a6-6358548bea05,A&w Lab new(Dont take order),catlg-5f49688b-1b0a-4963-9e20-90dba233b023,A&w Lab new(Dont take order) Catalog,itm-58f3f435-31e9-49c3-a45b-9d61d8e8da20,Kid's Corn Dog,0,modgrp-b72ffade-4c38-473e-bfc0-101f7fdc4e1f,Food Modifiers,modfr-43e9d07d-5125-49c9-b583-0fc0fbed4819,Burger Patty,0,False,0,99,True,NULL,NULL,False,,1.4000,True,False,2025-08-22 06:57:39.01265,2025-08-22 06:57:39.01265,2026-06-21 12:59:32.553003
org-tf5i2lw1qz,Sakshi Demo,loc-f9507722-f4c3-45a1-a7a6-6358548bea05,A&w Lab new(Dont take order),catlg-5f49688b-1b0a-4963-9e20-90dba233b023,A&w Lab new(Dont take order) Catalog,itm-58f3f435-31e9-49c3-a45b-9d61d8e8da20,Kid's Corn Dog,0,modgrp-b72ffade-4c38-473e-bfc0-101f7fdc4e1f,Food Modifiers,modfr-451c83fd-91fe-4d9c-8541-0b75d1b2c115,Sweet Relish ,0,False,0,99,True,NULL,NULL,False,,NULL,True,False,2025-08-22 06:57:39.012654,2025-08-22 06:57:39.012654,2026-06-21 12:59:32.553003
org-tf5i2lw1qz,Sakshi Demo,loc-f9507722-f4c3-45a1-a7a6-6358548bea05,A&w Lab new(Dont take order),catlg-5f49688b-1b0a-4963-9e20-90dba233b023,A&w Lab new(Dont take order) Catalog,itm-58f3f435-31e9-49c3-a45b-9d61d8e8da20,Kid's Corn Dog,0,modgrp-b72ffade-4c38-473e-bfc0-101f7fdc4e1f,Food Modifiers,modfr-4fef7613-c30c-4100-be5e-33af53bd66e5,Spicy Papa Sauce Spread,0,False,0,99,True,NULL,NULL,False,,NULL,True,False,2025-08-22 06:57:39.012661,2025-08-22 06:57:39.012661,2026-06-21 12:59:32.553003
org-tf5i2lw1qz,Sakshi Demo,loc-f9507722-f4c3-45a1-a7a6-6358548bea05,A&w Lab new(Dont take order),catlg-5f49688b-1b0a-4963-9e20-90dba233b023,A&w Lab new(Dont take order) Catalog,itm-58f3f435-31e9-49c3-a45b-9d61d8e8da20,Kid's Corn Dog,0,modgrp-b72ffade-4c38-473e-bfc0-101f7fdc4e1f,Food Modifiers,modfr-596840a4-1d42-419b-a8d3-e5305259b81d,Bun,0,False,0,99,True,NULL,NULL,False,,0.5000,True,False,2025-08-22 06:57:39.01265,2025-08-22 06:57:39.01265,2026-06-21 12:59:32.553003
org-tf5i2lw1qz,Sakshi Demo,loc-f9507722-f4c3-45a1-a7a6-6358548bea05,A&w Lab new(Dont take order),catlg-5f49688b-1b0a-4963-9e20-90dba233b023,A&w Lab new(Dont take order) Catalog,itm-58f3f435-31e9-49c3-a45b-9d61d8e8da20,Kid's Corn Dog,0,modgrp-b72ffade-4c38-473e-bfc0-101f7fdc4e1f,Food Modifiers,modfr-5dc1baf2-d571-4895-b1ec-1faad0298879,Seasoning,0,False,0,99,True,NULL,NULL,False,,NULL,True,False,2025-08-22 06:57:39.012654,2025-08-22 06:57:39.012654,2026-06-21 12:59:32.553003
org-tf5i2lw1qz,Sakshi Demo,loc-f9507722-f4c3-45a1-a7a6-6358548bea05,A&w Lab new(Dont take order),catlg-5f49688b-1b0a-4963-9e20-90dba233b023,A&w Lab new(Dont take order) Catalog,itm-58f3f435-31e9-49c3-a45b-9d61d8e8da20,Kid's Corn Dog,0,modgrp-b72ffade-4c38-473e-bfc0-101f7fdc4e1f,Food Modifiers,modfr-5fe0cbae-a971-44cf-9201-99ca2623024f,Olives,0,False,0,99,True,NULL,NULL,False,,0.5000,True,False,2025-08-22 06:57:39.012661,2025-08-22 06:57:39.012661,2026-06-21 12:59:32.553003
org-tf5i2lw1qz,Sakshi Demo,loc-f9507722-f4c3-45a1-a7a6-6358548bea05,A&w Lab new(Dont take order),catlg-5f49688b-1b0a-4963-9e20-90dba233b023,A&w Lab new(Dont take order) Catalog,itm-58f3f435-31e9-49c3-a45b-9d61d8e8da20,Kid's Corn Dog,0,modgrp-b72ffade-4c38-473e-bfc0-101f7fdc4e1f,Food Modifiers,modfr-600274b1-dd7a-411e-b457-ae171b9f21cb,Pickles,0,False,0,99,True,NULL,NULL,False,,0.5000,True,False,2025-08-22 06:57:39.012653,2025-08-22 06:57:39.012653,2026-06-21 12:59:32.553003
org-tf5i2lw1qz,Sakshi Demo,loc-f9507722-f4c3-45a1-a7a6-6358548bea05,A&w Lab new(Dont take order),catlg-5f49688b-1b0a-4963-9e20-90dba233b023,A&w Lab new(Dont take order) Catalog,itm-58f3f435-31e9-49c3-a45b-9d61d8e8da20,Kid's Corn Dog,0,modgrp-b72ffade-4c38-473e-bfc0-101f7fdc4e1f,Food Modifiers,modfr-60eab4a7-5c2f-4049-8e50-3342b2bc6671,No Seasoning,0,False,0,99,True,NULL,NULL,False,,NULL,True,False,2025-08-22 06:57:39.012657,2025-08-22 06:57:39.012657,2026-06-21 12:59:32.553003
org-tf5i2lw1qz,Sakshi Demo,loc-f9507722-f4c3-45a1-a7a6-6358548bea05,A&w Lab new(Dont take order),catlg-5f49688b-1b0a-4963-9e20-90dba233b023,A&w Lab new(Dont take order) Catalog,itm-58f3f435-31e9-49c3-a45b-9d61d8e8da20,Kid's Corn Dog,0,modgrp-b72ffade-4c38-473e-bfc0-101f7fdc4e1f,Food Modifiers,modfr-636c1335-a52a-407c-8a4f-4949811b26de,Mushroom Onion Mix,0,False,0,99,True,NULL,NULL,False,,0.5000,True,False,2025-08-22 06:57:39.01266,2025-08-22 06:57:39.01266,2026-06-21 12:59:32.553003
org-tf5i2lw1qz,Sakshi Demo,loc-f9507722-f4c3-45a1-a7a6-6358548bea05,A&w Lab new(Dont take order),catlg-5f49688b-1b0a-4963-9e20-90dba233b023,A&w Lab new(Dont take order) Catalog,itm-58f3f435-31e9-49c3-a45b-9d61d8e8da20,Kid's Corn Dog,0,modgrp-b72ffade-4c38-473e-bfc0-101f7fdc4e1f,Food Modifiers,modfr-63cdc41a-51c3-4db0-850c-adcf28442577,Papa Sauce,0,False,0,99,True,NULL,NULL,False,,0.2500,True,False,2025-08-22 06:57:39.012653,2025-08-22 06:57:39.012653,2026-06-21 12:59:32.553003
org-tf5i2lw1qz,Sakshi Demo,loc-f9507722-f4c3-45a1-a7a6-6358548bea05,A&w Lab new(Dont take order),catlg-5f49688b-1b0a-4963-9e20-90dba233b023,A&w Lab new(Dont take order) Catalog,itm-58f3f435-31e9-49c3-a45b-9d61d8e8da20,Kid's Corn Dog,0,modgrp-b72ffade-4c38-473e-bfc0-101f7fdc4e1f,Food Modifiers,modfr-69dda00b-eeb0-4cbe-b96b-2b404ef6e312,Ranch,0,False,0,99,True,NULL,NULL,False,,0.2500,True,False,2025-08-22 06:57:39.012653,2025-08-22 06:57:39.012653,2026-06-21 12:59:32.553003
org-tf5i2lw1qz,Sakshi Demo,loc-f9507722-f4c3-45a1-a7a6-6358548bea05,A&w Lab new(Dont take order),catlg-5f49688b-1b0a-4963-9e20-90dba233b023,A&w Lab new(Dont take order) Catalog,itm-58f3f435-31e9-49c3-a45b-9d61d8e8da20,Kid's Corn Dog,0,modgrp-b72ffade-4c38-473e-bfc0-101f7fdc4e1f,Food Modifiers,modfr-8720529a-b7df-4609-b58c-040642d13093,Mozzarella Chz,0,False,0,99,True,NULL,NULL,False,,0.6000,True,False,2025-08-22 06:57:39.012662,2025-08-22 06:57:39.012662,2026-06-21 12:59:32.553003
org-tf5i2lw1qz,Sakshi Demo,loc-f9507722-f4c3-45a1-a7a6-6358548bea05,A&w Lab new(Dont take order),catlg-5f49688b-1b0a-4963-9e20-90dba233b023,A&w Lab new(Dont take order) Catalog,itm-58f3f435-31e9-49c3-a45b-9d61d8e8da20,Kid's Corn Dog,0,modgrp-b72ffade-4c38-473e-bfc0-101f7fdc4e1f,Food Modifiers,modfr-9f3f04e5-4a97-4b29-982d-a463fcb73294,Note To Kitchen,0,False,0,99,True,NULL,NULL,False,,NULL,True,False,2025-08-22 06:57:39.012655,2025-08-22 06:57:39.012655,2026-06-21 12:59:32.553003
org-tf5i2lw1qz,Sakshi Demo,loc-f9507722-f4c3-45a1-a7a6-6358548bea05,A&w Lab new(Dont take order),catlg-5f49688b-1b0a-4963-9e20-90dba233b023,A&w Lab new(Dont take order) Catalog,itm-58f3f435-31e9-49c3-a45b-9d61d8e8da20,Kid's Corn Dog,0,modgrp-b72ffade-4c38-473e-bfc0-101f7fdc4e1f,Food Modifiers,modfr-a303b140-9347-41c1-b406-9cabade32e91,See Server,0,False,0,99,True,NULL,NULL,False,,NULL,True,False,2025-08-22 06:57:39.012646,2025-08-22 06:57:39.012646,2026-06-21 12:59:32.553003
org-tf5i2lw1qz,Sakshi Demo,loc-f9507722-f4c3-45a1-a7a6-6358548bea05,A&w Lab new(Dont take order),catlg-5f49688b-1b0a-4963-9e20-90dba233b023,A&w Lab new(Dont take order) Catalog,itm-58f3f435-31e9-49c3-a45b-9d61d8e8da20,Kid's Corn Dog,0,modgrp-b72ffade-4c38-473e-bfc0-101f7fdc4e1f,Food Modifiers,modfr-a6b7a778-e5b5-432f-af9d-13f05ef0647d,Tomato,0,False,0,99,True,NULL,NULL,False,,0.5000,True,False,2025-08-22 06:57:39.012655,2025-08-22 06:57:39.012655,2026-06-21 12:59:32.553003
org-tf5i2lw1qz,Sakshi Demo,loc-f9507722-f4c3-45a1-a7a6-6358548bea05,A&w Lab new(Dont take order),catlg-5f49688b-1b0a-4963-9e20-90dba233b023,A&w Lab new(Dont take order) Catalog,itm-6111f62f-7b1f-4085-80f6-a04f71e65d45,Mini Meal - Bacon Single,0,modgrp-714a3554-6806-4a29-9e33-7ee10d1b2af6,Sauce,modfr-ddec8a33-674e-41fb-8a19-39d169a176fb,Buffalo Sauce,0,False,0,8,True,NULL,NULL,False,,0.2500,True,False,2025-08-22 06:57:39.012656,2025-08-22 06:57:39.012656,2026-06-21 13:00:41.434162
org-tf5i2lw1qz,Sakshi Demo,loc-f9507722-f4c3-45a1-a7a6-6358548bea05,A&w Lab new(Dont take order),catlg-5f49688b-1b0a-4963-9e20-90dba233b023,A&w Lab new(Dont take order) Catalog,itm-6111f62f-7b1f-4085-80f6-a04f71e65d45,Mini Meal - Bacon Single,0,modgrp-714a3554-6806-4a29-9e33-7ee10d1b2af6,Sauce,modfr-e17f370c-e3d2-4932-988f-392c24871efd,Sweet & Sour,0,False,0,8,True,NULL,NULL,False,,NULL,True,False,2025-08-22 06:57:39.012656,2025-08-22 06:57:39.012656,2026-06-21 13:00:41.434162
org-tf5i2lw1qz,Sakshi Demo,loc-f9507722-f4c3-45a1-a7a6-6358548bea05,A&w Lab new(Dont take order),catlg-5f49688b-1b0a-4963-9e20-90dba233b023,A&w Lab new(Dont take order) Catalog,itm-6111f62f-7b1f-4085-80f6-a04f71e65d45,Mini Meal - Bacon Single,0,modgrp-714a3554-6806-4a29-9e33-7ee10d1b2af6,Sauce,modfr-f0022724-2c21-4b4d-bf45-88ebcac4c4c7,Cocktail Sauce,0,False,0,8,True,NULL,NULL,False,,0.2500,True,False,2025-08-22 06:57:39.012651,2025-08-22 06:57:39.012651,2026-06-21 13:00:41.434162
org-tf5i2lw1qz,Sakshi Demo,loc-f9507722-f4c3-45a1-a7a6-6358548bea05,A&w Lab new(Dont take order),catlg-5f49688b-1b0a-4963-9e20-90dba233b023,A&w Lab new(Dont take order) Catalog,itm-6111f62f-7b1f-4085-80f6-a04f71e65d45,Mini Meal - Bacon Single,0,modgrp-8fd04014-ad65-4701-88dc-3aa99760bcd5,1pc Ckn Tender Sauce,modfr-01116117-d2c5-4ee7-9713-392330d6350c,French,0,False,0,8,True,NULL,NULL,False,,NULL,True,False,2025-08-22 06:57:39.012681,2025-08-22 06:57:39.012681,2026-06-21 13:00:41.434162
org-tf5i2lw1qz,Sakshi Demo,loc-f9507722-f4c3-45a1-a7a6-6358548bea05,A&w Lab new(Dont take order),catlg-5f49688b-1b0a-4963-9e20-90dba233b023,A&w Lab new(Dont take order) Catalog,itm-6111f62f-7b1f-4085-80f6-a04f71e65d45,Mini Meal - Bacon Single,0,modgrp-8fd04014-ad65-4701-88dc-3aa99760bcd5,1pc Ckn Tender Sauce,modfr-24ddc0bc-7bc7-4863-9c34-2397f0090b41,Sweet & Sour Sauce,0,False,0,8,True,NULL,NULL,False,,0.5000,True,False,2025-08-22 06:57:39.012659,2025-08-22 06:57:39.012659,2026-06-21 13:00:41.434162
org-tf5i2lw1qz,Sakshi Demo,loc-f9507722-f4c3-45a1-a7a6-6358548bea05,A&w Lab new(Dont take order),catlg-5f49688b-1b0a-4963-9e20-90dba233b023,A&w Lab new(Dont take order) Catalog,itm-6111f62f-7b1f-4085-80f6-a04f71e65d45,Mini Meal - Bacon Single,0,modgrp-8fd04014-ad65-4701-88dc-3aa99760bcd5,1pc Ckn Tender Sauce,modfr-26265f60-ae51-410d-aefe-1b0458f94fc9,Chz Sauce,0,False,0,8,True,NULL,NULL,False,,0.5000,True,False,2025-08-22 06:57:39.012651,2025-08-22 06:57:39.012651,2026-06-21 13:00:41.434162
org-tf5i2lw1qz,Sakshi Demo,loc-f9507722-f4c3-45a1-a7a6-6358548bea05,A&w Lab new(Dont take order),catlg-5f49688b-1b0a-4963-9e20-90dba233b023,A&w Lab new(Dont take order) Catalog,itm-6111f62f-7b1f-4085-80f6-a04f71e65d45,Mini Meal - Bacon Single,0,modgrp-8fd04014-ad65-4701-88dc-3aa99760bcd5,1pc Ckn Tender Sauce,modfr-275bcc70-d9a8-40c6-b40e-cefece6f1f99,Tartar,0,False,0,8,True,NULL,NULL,False,,0.2500,True,False,2025-08-22 06:57:39.012655,2025-08-22 06:57:39.012655,2026-06-21 13:00:41.434162
org-tf5i2lw1qz,Sakshi Demo,loc-f9507722-f4c3-45a1-a7a6-6358548bea05,A&w Lab new(Dont take order),catlg-5f49688b-1b0a-4963-9e20-90dba233b023,A&w Lab new(Dont take order) Catalog,itm-6111f62f-7b1f-4085-80f6-a04f71e65d45,Mini Meal - Bacon Single,0,modgrp-8fd04014-ad65-4701-88dc-3aa99760bcd5,1pc Ckn Tender Sauce,modfr-276ef1cd-4cf7-4224-9fc5-f2d2d7a696f5,BBQ Sauce,0,False,0,8,True,NULL,NULL,False,,0.2500,True,False,2025-08-22 06:57:39.012649,2025-08-22 06:57:39.012649,2026-06-21 13:00:41.434162
org-tf5i2lw1qz,Sakshi Demo,loc-f9507722-f4c3-45a1-a7a6-6358548bea05,A&w Lab new(Dont take order),catlg-5f49688b-1b0a-4963-9e20-90dba233b023,A&w Lab new(Dont take order) Catalog,itm-6111f62f-7b1f-4085-80f6-a04f71e65d45,Mini Meal - Bacon Single,0,modgrp-8fd04014-ad65-4701-88dc-3aa99760bcd5,1pc Ckn Tender Sauce,modfr-292ddb3b-7e37-409d-aee3-c24128a31eca,Marinara,0,False,0,8,True,NULL,NULL,False,,0.2500,True,False,2025-08-22 06:57:39.012656,2025-08-22 06:57:39.012656,2026-06-21 13:00:41.434162
org-tf5i2lw1qz,Sakshi Demo,loc-f9507722-f4c3-45a1-a7a6-6358548bea05,A&w Lab new(Dont take order),catlg-5f49688b-1b0a-4963-9e20-90dba233b023,A&w Lab new(Dont take order) Catalog,itm-6111f62f-7b1f-4085-80f6-a04f71e65d45,Mini Meal - Bacon Single,0,modgrp-8fd04014-ad65-4701-88dc-3aa99760bcd5,1pc Ckn Tender Sauce,modfr-2a81febd-94dc-4471-a19b-b81d59dd2734,Spicy Papa Sauce,0,False,0,8,True,NULL,NULL,False,,0.2500,True,False,2025-08-22 06:57:39.012654,2025-08-22 06:57:39.012654,2026-06-21 13:00:41.434162
org-tf5i2lw1qz,Sakshi Demo,loc-f9507722-f4c3-45a1-a7a6-6358548bea05,A&w Lab new(Dont take order),catlg-5f49688b-1b0a-4963-9e20-90dba233b023,A&w Lab new(Dont take order) Catalog,itm-6111f62f-7b1f-4085-80f6-a04f71e65d45,Mini Meal - Bacon Single,0,modgrp-8fd04014-ad65-4701-88dc-3aa99760bcd5,1pc Ckn Tender Sauce,modfr-2b083dd1-5a19-48d5-8c9e-83721369e8ac,Mustard Pkt,0,False,0,8,True,NULL,NULL,False,,0.2500,True,False,2025-08-22 06:57:39.012658,2025-08-22 06:57:39.012658,2026-06-21 13:00:41.434162
org-tf5i2lw1qz,Sakshi Demo,loc-f9507722-f4c3-45a1-a7a6-6358548bea05,A&w Lab new(Dont take order),catlg-5f49688b-1b0a-4963-9e20-90dba233b023,A&w Lab new(Dont take order) Catalog,itm-6111f62f-7b1f-4085-80f6-a04f71e65d45,Mini Meal - Bacon Single,0,modgrp-8fd04014-ad65-4701-88dc-3aa99760bcd5,1pc Ckn Tender Sauce,modfr-2cd9a486-1d14-4d60-a9be-029988a0f9cf,Honey Mustard,0,False,0,8,True,NULL,NULL,False,,0.2500,True,False,2025-08-22 06:57:39.012651,2025-08-22 06:57:39.012651,2026-06-21 13:00:41.434162
org-tf5i2lw1qz,Sakshi Demo,loc-f9507722-f4c3-45a1-a7a6-6358548bea05,A&w Lab new(Dont take order),catlg-5f49688b-1b0a-4963-9e20-90dba233b023,A&w Lab new(Dont take order) Catalog,itm-6111f62f-7b1f-4085-80f6-a04f71e65d45,Mini Meal - Bacon Single,0,modgrp-8fd04014-ad65-4701-88dc-3aa99760bcd5,1pc Ckn Tender Sauce,modfr-2d3af169-267e-4bb9-bb39-bf1bed85e1d0,No Sauce,0,False,0,8,True,NULL,NULL,False,,NULL,True,False,2025-08-22 06:57:39.012655,2025-08-22 06:57:39.012655,2026-06-21 13:00:41.434162
org-tf5i2lw1qz,Sakshi Demo,loc-f9507722-f4c3-45a1-a7a6-6358548bea05,A&w Lab new(Dont take order),catlg-5f49688b-1b0a-4963-9e20-90dba233b023,A&w Lab new(Dont take order) Catalog,itm-6111f62f-7b1f-4085-80f6-a04f71e65d45,Mini Meal - Bacon Single,0,modgrp-8fd04014-ad65-4701-88dc-3aa99760bcd5,1pc Ckn Tender Sauce,modfr-2e44d443-ac25-4153-8f8a-eaa012030aa6,AW Sauce,0,False,0,8,True,NULL,NULL,False,,0.2500,True,False,2025-08-22 06:57:39.01266,2025-08-22 06:57:39.01266,2026-06-21 13:00:41.434162
org-tf5i2lw1qz,Sakshi Demo,loc-f9507722-f4c3-45a1-a7a6-6358548bea05,A&w Lab new(Dont take order),catlg-5f49688b-1b0a-4963-9e20-90dba233b023,A&w Lab new(Dont take order) Catalog,itm-6111f62f-7b1f-4085-80f6-a04f71e65d45,Mini Meal - Bacon Single,0,modgrp-8fd04014-ad65-4701-88dc-3aa99760bcd5,1pc Ckn Tender Sauce,modfr-36d60814-bf93-42aa-a157-63f7ab6546cf,Ketchup,0,False,0,8,True,NULL,NULL,False,,NULL,True,False,2025-08-22 06:57:39.012652,2025-08-22 06:57:39.012652,2026-06-21 13:00:41.434162
org-tf5i2lw1qz,Sakshi Demo,loc-f9507722-f4c3-45a1-a7a6-6358548bea05,A&w Lab new(Dont take order),catlg-5f49688b-1b0a-4963-9e20-90dba233b023,A&w Lab new(Dont take order) Catalog,itm-6111f62f-7b1f-4085-80f6-a04f71e65d45,Mini Meal - Bacon Single,0,modgrp-8fd04014-ad65-4701-88dc-3aa99760bcd5,1pc Ckn Tender Sauce,modfr-451c83fd-91fe-4d9c-8541-0b75d1b2c115,Sweet Relish ,0,False,0,8,True,NULL,NULL,False,,NULL,True,False,2025-08-22 06:57:39.012654,2025-08-22 06:57:39.012654,2026-06-21 13:00:41.434162
org-tf5i2lw1qz,Sakshi Demo,loc-f9507722-f4c3-45a1-a7a6-6358548bea05,A&w Lab new(Dont take order),catlg-5f49688b-1b0a-4963-9e20-90dba233b023,A&w Lab new(Dont take order) Catalog,itm-6111f62f-7b1f-4085-80f6-a04f71e65d45,Mini Meal - Bacon Single,0,modgrp-8fd04014-ad65-4701-88dc-3aa99760bcd5,1pc Ckn Tender Sauce,modfr-63cdc41a-51c3-4db0-850c-adcf28442577,Papa Sauce,0,False,0,8,True,NULL,NULL,False,,0.2500,True,False,2025-08-22 06:57:39.012653,2025-08-22 06:57:39.012653,2026-06-21 13:00:41.434162
org-tf5i2lw1qz,Sakshi Demo,loc-f9507722-f4c3-45a1-a7a6-6358548bea05,A&w Lab new(Dont take order),catlg-5f49688b-1b0a-4963-9e20-90dba233b023,A&w Lab new(Dont take order) Catalog,itm-58f3f435-31e9-49c3-a45b-9d61d8e8da20,Kid's Corn Dog,0,modgrp-b72ffade-4c38-473e-bfc0-101f7fdc4e1f,Food Modifiers,modfr-a9fbc7f2-c0a8-4b08-a885-2396099d20a7,Crispy,0,False,0,99,True,NULL,NULL,False,,NULL,True,False,2025-08-22 06:57:39.012657,2025-08-22 06:57:39.012657,2026-06-21 12:59:32.553003
org-tf5i2lw1qz,Sakshi Demo,loc-f9507722-f4c3-45a1-a7a6-6358548bea05,A&w Lab new(Dont take order),catlg-5f49688b-1b0a-4963-9e20-90dba233b023,A&w Lab new(Dont take order) Catalog,itm-58f3f435-31e9-49c3-a45b-9d61d8e8da20,Kid's Corn Dog,0,modgrp-b72ffade-4c38-473e-bfc0-101f7fdc4e1f,Food Modifiers,modfr-ab32817c-f837-4805-836f-7be8ddf09b83,Grilled Onions,0,False,0,99,True,NULL,NULL,False,,0.5000,True,False,2025-08-22 06:57:39.012651,2025-08-22 06:57:39.012651,2026-06-21 12:59:32.553003
org-tf5i2lw1qz,Sakshi Demo,loc-f9507722-f4c3-45a1-a7a6-6358548bea05,A&w Lab new(Dont take order),catlg-5f49688b-1b0a-4963-9e20-90dba233b023,A&w Lab new(Dont take order) Catalog,itm-58f3f435-31e9-49c3-a45b-9d61d8e8da20,Kid's Corn Dog,0,modgrp-b72ffade-4c38-473e-bfc0-101f7fdc4e1f,Food Modifiers,modfr-ae57378e-5cf5-4b7a-ac2d-5792d81252d7,Salt,0,False,0,99,True,NULL,NULL,False,,NULL,True,False,2025-08-22 06:57:39.012654,2025-08-22 06:57:39.012654,2026-06-21 12:59:32.553003
org-tf5i2lw1qz,Sakshi Demo,loc-f9507722-f4c3-45a1-a7a6-6358548bea05,A&w Lab new(Dont take order),catlg-5f49688b-1b0a-4963-9e20-90dba233b023,A&w Lab new(Dont take order) Catalog,itm-58f3f435-31e9-49c3-a45b-9d61d8e8da20,Kid's Corn Dog,0,modgrp-b72ffade-4c38-473e-bfc0-101f7fdc4e1f,Food Modifiers,modfr-b0c226fb-dbc0-4c4b-9c19-f3c61cdbc17e,Garlic Aioli,0,False,0,99,True,NULL,NULL,False,,0.6500,True,False,2025-08-22 06:57:39.004952,2025-08-22 06:57:36.185409,2026-06-21 12:59:32.553003
org-tf5i2lw1qz,Sakshi Demo,loc-f9507722-f4c3-45a1-a7a6-6358548bea05,A&w Lab new(Dont take order),catlg-5f49688b-1b0a-4963-9e20-90dba233b023,A&w Lab new(Dont take order) Catalog,itm-58f3f435-31e9-49c3-a45b-9d61d8e8da20,Kid's Corn Dog,0,modgrp-b72ffade-4c38-473e-bfc0-101f7fdc4e1f,Food Modifiers,modfr-b20c0605-f799-4d08-a072-f7f7f4986398,Sweet Thai Chili,0,False,0,99,True,NULL,NULL,False,,0.2500,True,False,2025-08-22 06:57:39.012657,2025-08-22 06:57:39.012657,2026-06-21 12:59:32.553003
org-tf5i2lw1qz,Sakshi Demo,loc-f9507722-f4c3-45a1-a7a6-6358548bea05,A&w Lab new(Dont take order),catlg-5f49688b-1b0a-4963-9e20-90dba233b023,A&w Lab new(Dont take order) Catalog,itm-58f3f435-31e9-49c3-a45b-9d61d8e8da20,Kid's Corn Dog,0,modgrp-b72ffade-4c38-473e-bfc0-101f7fdc4e1f,Food Modifiers,modfr-b22c2ec1-c1e4-49b0-ae25-36f4758af9c7,Ketchup Pkt,0,False,0,99,True,NULL,NULL,False,,0.2500,True,False,2025-08-22 06:57:39.012658,2025-08-22 06:57:39.012658,2026-06-21 12:59:32.553003
org-tf5i2lw1qz,Sakshi Demo,loc-f9507722-f4c3-45a1-a7a6-6358548bea05,A&w Lab new(Dont take order),catlg-5f49688b-1b0a-4963-9e20-90dba233b023,A&w Lab new(Dont take order) Catalog,itm-58f3f435-31e9-49c3-a45b-9d61d8e8da20,Kid's Corn Dog,0,modgrp-b72ffade-4c38-473e-bfc0-101f7fdc4e1f,Food Modifiers,modfr-b286d49a-7dca-411a-824f-016be46ee189,Fry Sauce,0,False,0,99,True,NULL,NULL,False,,0.5000,True,False,2025-08-22 06:57:39.012658,2025-08-22 06:57:39.012658,2026-06-21 12:59:32.553003
