organizationid,organizationname,locationid,locationname,categoryid,categoryname,menuitemid,menuitemname,catalogid,itemunitprice,price_changed_on,item_class_type,entitytype,calories,protein,sugar,fat,is_alcoholic,is_vegetarian_item,is_vegan_item,has_allergen,is_active,is_deleted,gms_created_on,gms_modified_on,sysinserttime,average_rating,rating_count,norm_ts_name
org-d4efebe6-0ab3-4f44-a113-b9653a58c1d2,GRUBBRR Demos,loc-2bd29e8d-b962-472e-9e01-1ff06b6f9172,Fat Slice Demo,cat-0e2ed811-df7a-4eb4-b9b5-dcfcb1d25cea,Pizza,itm-8c1f2b28-1045-41b7-bf70-3aa608604310,Buffalo Chicken Pizza,catlg-02cb3174-d197-4ae1-85da-53698e66d63b,1.0000,2025-12-24 15:39:34.865412,0,Item,,NULL,NULL,NULL,False,NULL,NULL,NULL,True,False,2025-12-24 14:58:08.208856,2025-12-24 15:38:21.403714,2026-05-12 14:35:54.174971,NULL,NULL,buffalo chicken pizza
org-d4efebe6-0ab3-4f44-a113-b9653a58c1d2,GRUBBRR Demos,loc-2bd29e8d-b962-472e-9e01-1ff06b6f9172,Fat Slice Demo,cat-73ba60c5-7606-45f1-b2f1-9010deba4511,Party of One,itm-2306ebca-2ce9-46b6-bcc9-358711693abe,Pepperoni Lover's  Melt,catlg-02cb3174-d197-4ae1-85da-53698e66d63b,1.0000,2025-12-24 15:39:25.398233,0,Item,,NULL,NULL,NULL,False,NULL,NULL,NULL,True,False,2025-12-24 14:58:08.208856,2025-12-24 15:38:21.403712,2026-05-12 14:35:54.174971,NULL,NULL,lover melt pepperoni s
org-d4efebe6-0ab3-4f44-a113-b9653a58c1d2,GRUBBRR Demos,loc-2bd29e8d-b962-472e-9e01-1ff06b6f9172,Fat Slice Demo,cat-75024c9b-8ed2-4387-aec2-dbd7e7f1de73,Carryout Drinks,itm-b819cda1-6882-41f1-99f4-e581c1ccf841,4 Pack TWO Pepsi TWO Dr Pepper,catlg-02cb3174-d197-4ae1-85da-53698e66d63b,NULL,NULL,0,Item,,NULL,NULL,NULL,False,NULL,NULL,NULL,True,False,2025-12-24 14:58:08.208856,2025-12-24 15:38:21.403728,2026-05-12 14:35:54.174971,NULL,NULL,4 dr pack pepper pepsi two two
org-d4efebe6-0ab3-4f44-a113-b9653a58c1d2,GRUBBRR Demos,loc-2bd29e8d-b962-472e-9e01-1ff06b6f9172,Fat Slice Demo,cat-1ffddf7e-d8e3-486d-bdcf-d71174757f14,Signature Recipes,itm-92ce18ed-3bea-40d1-b1d3-3e4a5ad05812,Big New Yorker Pepperoni Duo,catlg-02cb3174-d197-4ae1-85da-53698e66d63b,15.4900,2025-12-24 15:39:18.167202,0,Item,,NULL,NULL,NULL,False,NULL,NULL,NULL,True,False,2025-12-24 14:58:08.208856,2025-12-24 15:38:21.403716,2026-05-12 14:35:54.174971,NULL,NULL,big duo new pepperoni yorker
org-d4efebe6-0ab3-4f44-a113-b9653a58c1d2,GRUBBRR Demos,loc-2bd29e8d-b962-472e-9e01-1ff06b6f9172,Fat Slice Demo,cat-da04b090-3657-48df-be98-46b26c08a809,Sides,itm-2e887189-c2f2-4f49-8ac5-382966661848,Red Pepper Shaker,catlg-02cb3174-d197-4ae1-85da-53698e66d63b,NULL,NULL,0,Item,,NULL,NULL,NULL,False,NULL,NULL,NULL,True,False,2025-12-24 14:58:08.208856,2025-12-24 15:38:21.403735,2026-05-12 14:35:54.174971,NULL,NULL,pepper red shaker
org-d4efebe6-0ab3-4f44-a113-b9653a58c1d2,GRUBBRR Demos,loc-2bd29e8d-b962-472e-9e01-1ff06b6f9172,Fat Slice Demo,cat-448c53fd-9ad3-4cf8-9208-2a62c43fc9e0,Pasta,itm-0fc9a186-0b5d-473d-98b7-2eb2a5d6da96,Oven Baked Cheesy Alfredo,catlg-02cb3174-d197-4ae1-85da-53698e66d63b,5.4400,2025-12-24 15:39:17.32174,0,Item,,NULL,NULL,NULL,False,NULL,NULL,NULL,True,False,2025-12-24 14:58:08.208856,2025-12-24 15:38:21.40373,2026-05-12 14:35:54.174971,NULL,NULL,alfredo baked cheesy oven
org-d4efebe6-0ab3-4f44-a113-b9653a58c1d2,GRUBBRR Demos,loc-2bd29e8d-b962-472e-9e01-1ff06b6f9172,Fat Slice Demo,cat-347eafd6-12d2-4222-af1a-54387ed89814,WingStreet,itm-91df6a5d-72ea-48c9-9a25-278ebcc70860,Cajun Style Dry Rub,catlg-02cb3174-d197-4ae1-85da-53698e66d63b,5.0000,2025-12-24 15:39:29.718353,0,Item,,NULL,NULL,NULL,False,NULL,NULL,NULL,False,False,2025-12-24 14:58:08.208856,2026-03-26 21:43:55.23015,2026-05-12 14:35:54.174971,NULL,NULL,cajun dry rub style
org-d4efebe6-0ab3-4f44-a113-b9653a58c1d2,GRUBBRR Demos,loc-2bd29e8d-b962-472e-9e01-1ff06b6f9172,Fat Slice Demo,cat-74e0a618-c504-4b9e-ba10-22b169df6304,Premium A,itm-a7eb2c1d-7ddc-4937-aff3-5f721a0d5837,Mavs,catlg-02cb3174-d197-4ae1-85da-53698e66d63b,1.0000,2025-12-24 15:38:50.051679,0,Item,,NULL,NULL,NULL,False,NULL,NULL,NULL,True,False,2025-12-24 14:58:08.208856,2025-12-24 15:38:21.403742,2026-05-12 14:35:54.174971,NULL,NULL,mavs
org-d4efebe6-0ab3-4f44-a113-b9653a58c1d2,GRUBBRR Demos,loc-2bd29e8d-b962-472e-9e01-1ff06b6f9172,Fat Slice Demo,cat-0e2ed811-df7a-4eb4-b9b5-dcfcb1d25cea,Pizza,itm-5d7d569d-2337-4197-b6f0-96aedbaa5289,Buffalo Chicken Melt,catlg-02cb3174-d197-4ae1-85da-53698e66d63b,1.0000,2025-12-24 15:39:25.445034,0,Item,,NULL,NULL,NULL,False,NULL,NULL,NULL,True,False,2025-12-24 14:58:08.208856,2025-12-24 15:38:21.403713,2026-05-12 14:35:54.174971,NULL,NULL,buffalo chicken melt
org-d4efebe6-0ab3-4f44-a113-b9653a58c1d2,GRUBBRR Demos,loc-2bd29e8d-b962-472e-9e01-1ff06b6f9172,Fat Slice Demo,cat-da04b090-3657-48df-be98-46b26c08a809,Sides,itm-5dad1988-a932-4410-9d70-0573fa538977,Cajun Style Fries,catlg-02cb3174-d197-4ae1-85da-53698e66d63b,3.4100,2025-12-24 15:39:19.325888,0,Item,,NULL,NULL,NULL,False,NULL,NULL,NULL,True,False,2025-12-24 14:58:08.208856,2025-12-24 15:38:21.403723,2026-05-12 14:35:54.174971,NULL,NULL,cajun fries style
org-d4efebe6-0ab3-4f44-a113-b9653a58c1d2,GRUBBRR Demos,loc-2bd29e8d-b962-472e-9e01-1ff06b6f9172,Fat Slice Demo,cat-86023512-34fd-49d8-ad86-b2da5b4d1edf,Beer,itm-65fdcf6a-aaf0-4052-b9ef-4df95a8e9aa0,Coors Light,catlg-02cb3174-d197-4ae1-85da-53698e66d63b,NULL,NULL,0,Item,,NULL,NULL,NULL,False,NULL,NULL,NULL,True,True,2025-12-24 14:58:08.208856,2025-12-24 14:58:08.208856,2026-05-12 14:35:54.174971,NULL,NULL,coors light
org-d4efebe6-0ab3-4f44-a113-b9653a58c1d2,GRUBBRR Demos,loc-2bd29e8d-b962-472e-9e01-1ff06b6f9172,Fat Slice Demo,cat-b947873e-e4fa-4686-9e6d-f5663f429a1a,Soft Drinks,itm-8e4bea24-b22d-454c-b976-624de0cf3103,Soft Drink,catlg-02cb3174-d197-4ae1-85da-53698e66d63b,NULL,NULL,0,Item,,NULL,NULL,NULL,False,NULL,NULL,NULL,False,True,2025-12-24 14:58:08.208856,2025-12-24 14:58:08.208856,2026-05-12 14:35:54.174971,NULL,NULL,drink soft
org-d4efebe6-0ab3-4f44-a113-b9653a58c1d2,GRUBBRR Demos,loc-2bd29e8d-b962-472e-9e01-1ff06b6f9172,Fat Slice Demo,cat-0e2ed811-df7a-4eb4-b9b5-dcfcb1d25cea,Pizza,itm-407b4e05-c759-43b0-a57d-206a2de8e1fb,Meat Lover's  Melt,catlg-02cb3174-d197-4ae1-85da-53698e66d63b,1.0000,2025-12-24 15:39:25.380287,0,Item,,NULL,NULL,NULL,False,NULL,NULL,NULL,True,False,2025-12-24 14:58:08.208856,2025-12-24 15:38:21.403712,2026-05-12 14:35:54.174971,NULL,NULL,lover meat melt s
org-d4efebe6-0ab3-4f44-a113-b9653a58c1d2,GRUBBRR Demos,loc-2bd29e8d-b962-472e-9e01-1ff06b6f9172,Fat Slice Demo,cat-75024c9b-8ed2-4387-aec2-dbd7e7f1de73,Carryout Drinks,itm-ec31753b-b28c-4d1a-a6d4-bab761091709,4 Pack Lineup,catlg-02cb3174-d197-4ae1-85da-53698e66d63b,NULL,NULL,0,Item,,NULL,NULL,NULL,False,NULL,NULL,NULL,False,False,2025-12-24 14:58:08.208856,2025-12-24 15:38:21.403726,2026-05-12 14:35:54.174971,NULL,NULL,4 lineup pack
org-d4efebe6-0ab3-4f44-a113-b9653a58c1d2,GRUBBRR Demos,loc-2bd29e8d-b962-472e-9e01-1ff06b6f9172,Fat Slice Demo,cat-da04b090-3657-48df-be98-46b26c08a809,Sides,itm-49c645b6-ff48-4645-820d-c317fb380445,Straight-Cut Fries,catlg-02cb3174-d197-4ae1-85da-53698e66d63b,3.4100,2025-12-24 15:39:19.321488,0,Item,,NULL,NULL,NULL,False,NULL,NULL,NULL,True,False,2025-12-24 14:58:08.208856,2025-12-24 15:38:21.403722,2026-05-12 14:35:54.174971,NULL,NULL,cut fries straight
org-d4efebe6-0ab3-4f44-a113-b9653a58c1d2,GRUBBRR Demos,loc-2bd29e8d-b962-472e-9e01-1ff06b6f9172,Fat Slice Demo,cat-448c53fd-9ad3-4cf8-9208-2a62c43fc9e0,Pasta,itm-6cfea858-b6d1-4e2a-b3c9-1d027bc16594,Oven-Baked Veggie Pasta,catlg-02cb3174-d197-4ae1-85da-53698e66d63b,NULL,NULL,0,Item,,NULL,NULL,NULL,False,NULL,NULL,NULL,True,False,2025-12-24 14:58:08.208856,2025-12-24 15:38:21.403732,2026-05-12 14:35:54.174971,NULL,NULL,baked oven pasta veggie
org-d4efebe6-0ab3-4f44-a113-b9653a58c1d2,GRUBBRR Demos,loc-2bd29e8d-b962-472e-9e01-1ff06b6f9172,Fat Slice Demo,cat-1aa62ced-f350-45ae-b929-92ea1432e130,Dessert,itm-c9438753-7603-4293-bf09-3baf46bf74a1,Cinnamon Sticks,catlg-02cb3174-d197-4ae1-85da-53698e66d63b,3.8800,2025-12-24 15:39:17.295348,0,Item,,NULL,NULL,NULL,False,NULL,NULL,NULL,True,False,2025-12-24 14:58:08.208856,2025-12-24 15:38:21.403741,2026-05-12 14:35:54.174971,NULL,NULL,cinnamon sticks
org-d4efebe6-0ab3-4f44-a113-b9653a58c1d2,GRUBBRR Demos,loc-2bd29e8d-b962-472e-9e01-1ff06b6f9172,Fat Slice Demo,cat-75024c9b-8ed2-4387-aec2-dbd7e7f1de73,Carryout Drinks,itm-47ab3a98-a49b-487c-8ede-f4299b59e177,Iced Tea,catlg-02cb3174-d197-4ae1-85da-53698e66d63b,1.8700,2025-12-24 15:39:19.772457,0,Item,,NULL,NULL,NULL,False,NULL,NULL,NULL,False,False,2025-12-24 14:58:08.208856,2025-12-24 15:38:21.403723,2026-05-12 14:35:54.174971,NULL,NULL,iced tea
org-d4efebe6-0ab3-4f44-a113-b9653a58c1d2,GRUBBRR Demos,loc-2bd29e8d-b962-472e-9e01-1ff06b6f9172,Fat Slice Demo,cat-448c53fd-9ad3-4cf8-9208-2a62c43fc9e0,Pasta,itm-ef9dc16b-e91b-4d7a-ae2a-20505806b7a0,Oven-Baked Veggie Pasta,catlg-02cb3174-d197-4ae1-85da-53698e66d63b,5.4400,2025-12-24 15:39:17.326569,0,Item,,NULL,NULL,NULL,False,NULL,NULL,NULL,True,False,2025-12-24 14:58:08.208856,2025-12-24 15:38:21.403731,2026-05-12 14:35:54.174971,NULL,NULL,baked oven pasta veggie
org-d4efebe6-0ab3-4f44-a113-b9653a58c1d2,GRUBBRR Demos,loc-2bd29e8d-b962-472e-9e01-1ff06b6f9172,Fat Slice Demo,cat-75024c9b-8ed2-4387-aec2-dbd7e7f1de73,Carryout Drinks,itm-1f716f49-6288-4278-bd95-57e54c213758,Pink Lemonade,catlg-02cb3174-d197-4ae1-85da-53698e66d63b,NULL,NULL,0,Item,,NULL,NULL,NULL,False,NULL,NULL,NULL,False,True,2025-12-24 14:58:08.208856,2025-12-24 14:58:08.208856,2026-05-12 14:35:54.174971,NULL,NULL,lemonade pink
org-d4efebe6-0ab3-4f44-a113-b9653a58c1d2,GRUBBRR Demos,loc-2bd29e8d-b962-472e-9e01-1ff06b6f9172,Fat Slice Demo,cat-2253f67d-7adb-4367-be59-444b8b7acb4b,Wine,itm-545a0250-5991-4086-bf68-3cc748f05cae,Wine,catlg-02cb3174-d197-4ae1-85da-53698e66d63b,NULL,NULL,0,Item,,NULL,NULL,NULL,False,NULL,NULL,NULL,True,True,2025-12-24 14:58:08.208856,2025-12-24 14:58:08.208856,2026-05-12 14:35:54.174971,NULL,NULL,wine
org-d4efebe6-0ab3-4f44-a113-b9653a58c1d2,GRUBBRR Demos,loc-2bd29e8d-b962-472e-9e01-1ff06b6f9172,Fat Slice Demo,cat-0e2ed811-df7a-4eb4-b9b5-dcfcb1d25cea,Pizza,itm-e6ea9741-6dd7-4102-ae08-6cba166be21d,Cheese Special,catlg-02cb3174-d197-4ae1-85da-53698e66d63b,NULL,NULL,0,Item,,NULL,NULL,NULL,False,NULL,NULL,NULL,False,True,2025-12-24 14:58:08.208856,2025-12-24 14:58:08.208856,2026-05-12 14:35:54.174971,NULL,NULL,cheese special
org-d4efebe6-0ab3-4f44-a113-b9653a58c1d2,GRUBBRR Demos,loc-2bd29e8d-b962-472e-9e01-1ff06b6f9172,Fat Slice Demo,cat-1852958f-c5d8-4ff0-99c2-eede6e11765b,Appetizer,itm-2e4dc980-8745-4f23-95b2-b605a70987cb,Buffet Sticks,catlg-02cb3174-d197-4ae1-85da-53698e66d63b,NULL,NULL,0,Item,,NULL,NULL,NULL,False,NULL,NULL,NULL,True,True,2025-12-24 14:58:08.208856,2025-12-24 14:58:08.208856,2026-05-12 14:35:54.174971,NULL,NULL,buffet sticks
org-d4efebe6-0ab3-4f44-a113-b9653a58c1d2,GRUBBRR Demos,loc-2bd29e8d-b962-472e-9e01-1ff06b6f9172,Fat Slice Demo,cat-19efd949-c0f9-411e-9d7b-57b88a7fbae7,School Lunch,itm-4c86a06b-c65d-4fcd-a0d7-382880dd0abc,NSLP Veggie Pizza,catlg-02cb3174-d197-4ae1-85da-53698e66d63b,NULL,NULL,0,Item,,NULL,NULL,NULL,False,NULL,NULL,NULL,True,True,2025-12-24 14:58:08.208856,2025-12-24 14:58:08.208856,2026-05-12 14:35:54.174971,NULL,NULL,nslp pizza veggie
org-d4efebe6-0ab3-4f44-a113-b9653a58c1d2,GRUBBRR Demos,loc-2bd29e8d-b962-472e-9e01-1ff06b6f9172,Fat Slice Demo,cat-448c53fd-9ad3-4cf8-9208-2a62c43fc9e0,Pasta,itm-6a7a6bd9-e69a-48f3-a998-b4aab609c05e,Buffet Italian Meats Pasta,catlg-02cb3174-d197-4ae1-85da-53698e66d63b,NULL,NULL,0,Item,,NULL,NULL,NULL,False,NULL,NULL,NULL,True,True,2025-12-24 14:58:08.208856,2025-12-24 14:58:08.208856,2026-05-12 14:35:54.174971,NULL,NULL,buffet italian meats pasta
org-d4efebe6-0ab3-4f44-a113-b9653a58c1d2,GRUBBRR Demos,loc-2bd29e8d-b962-472e-9e01-1ff06b6f9172,Fat Slice Demo,cat-1ffddf7e-d8e3-486d-bdcf-d71174757f14,Signature Recipes,itm-3bb07894-af28-4cd5-9ded-238ecd1ceb04,Supreme Pizza,catlg-02cb3174-d197-4ae1-85da-53698e66d63b,1.0000,2025-12-24 15:39:34.690006,0,Item,,NULL,NULL,NULL,False,NULL,NULL,NULL,True,False,2025-12-24 14:58:08.208856,2026-03-26 20:40:02.008643,2026-05-12 14:35:54.174971,NULL,NULL,pizza supreme
org-d4efebe6-0ab3-4f44-a113-b9653a58c1d2,GRUBBRR Demos,loc-2bd29e8d-b962-472e-9e01-1ff06b6f9172,Fat Slice Demo,cat-19efd949-c0f9-411e-9d7b-57b88a7fbae7,School Lunch,itm-09d1c1a7-0e3c-4451-8550-4788d4d3c54a,NSLP Pepperoni Lite Pizza,catlg-02cb3174-d197-4ae1-85da-53698e66d63b,NULL,NULL,0,Item,,NULL,NULL,NULL,False,NULL,NULL,NULL,True,True,2025-12-24 14:58:08.208856,2025-12-24 14:58:08.208856,2026-05-12 14:35:54.174971,NULL,NULL,lite nslp pepperoni pizza
org-d4efebe6-0ab3-4f44-a113-b9653a58c1d2,GRUBBRR Demos,loc-2bd29e8d-b962-472e-9e01-1ff06b6f9172,Fat Slice Demo,cat-da04b090-3657-48df-be98-46b26c08a809,Sides,itm-02802b8a-d784-41d3-96e2-8d21301421eb,Roasted Garlic Cheese Sticks,catlg-02cb3174-d197-4ae1-85da-53698e66d63b,4.9900,2025-12-24 15:39:18.312772,0,Item,,NULL,NULL,NULL,False,NULL,NULL,NULL,True,False,2025-12-24 14:58:08.208856,2026-03-26 21:12:22.050158,2026-05-12 14:35:54.174971,NULL,NULL,cheese garlic roasted sticks
org-d4efebe6-0ab3-4f44-a113-b9653a58c1d2,GRUBBRR Demos,loc-2bd29e8d-b962-472e-9e01-1ff06b6f9172,Fat Slice Demo,cat-1852958f-c5d8-4ff0-99c2-eede6e11765b,Appetizer,itm-0e576224-815f-45c8-b308-513cb0072017,Blue Cheese,catlg-02cb3174-d197-4ae1-85da-53698e66d63b,0.4000,2025-12-24 15:39:19.437606,0,Item,,NULL,NULL,NULL,False,NULL,NULL,NULL,True,False,2025-12-24 14:58:08.208856,2025-12-24 15:38:21.403737,2026-05-12 14:35:54.174971,NULL,NULL,blue cheese
org-d4efebe6-0ab3-4f44-a113-b9653a58c1d2,GRUBBRR Demos,loc-2bd29e8d-b962-472e-9e01-1ff06b6f9172,Fat Slice Demo,cat-0e2ed811-df7a-4eb4-b9b5-dcfcb1d25cea,Pizza,itm-62f4543e-3d6b-4c76-b36a-65f01e55c2db,PrimoMeat,catlg-02cb3174-d197-4ae1-85da-53698e66d63b,NULL,NULL,0,Item,,NULL,NULL,NULL,False,NULL,NULL,NULL,True,True,2025-12-24 14:58:08.208856,2025-12-24 14:58:08.208856,2026-05-12 14:35:54.174971,NULL,NULL,primomeat
org-d4efebe6-0ab3-4f44-a113-b9653a58c1d2,GRUBBRR Demos,loc-2bd29e8d-b962-472e-9e01-1ff06b6f9172,Fat Slice Demo,cat-9bcdefd0-f1b6-4c86-97c8-82748dd5b01e,Dips,itm-b326ff64-7c17-4b92-8b2e-0532cf10c170,Extra Sauce,catlg-02cb3174-d197-4ae1-85da-53698e66d63b,NULL,NULL,0,Item,,NULL,NULL,NULL,False,NULL,NULL,NULL,True,False,2025-12-24 14:58:08.208856,2025-12-24 15:38:21.403734,2026-05-12 14:35:54.174971,NULL,NULL,extra sauce
org-d4efebe6-0ab3-4f44-a113-b9653a58c1d2,GRUBBRR Demos,loc-2bd29e8d-b962-472e-9e01-1ff06b6f9172,Fat Slice Demo,cat-d1a3b743-829c-43de-8ddf-78af1d46c4b5,Signature Recipes,itm-3bb07894-af28-4cd5-9ded-238ecd1ceb04,Supreme Pizza,catlg-02cb3174-d197-4ae1-85da-53698e66d63b,1.0000,2025-12-24 15:39:34.690006,0,Item,,NULL,NULL,NULL,False,NULL,NULL,NULL,True,False,2025-12-24 14:58:08.208856,2026-03-26 20:40:02.008643,2026-05-12 14:35:54.174971,NULL,NULL,pizza supreme
org-d4efebe6-0ab3-4f44-a113-b9653a58c1d2,GRUBBRR Demos,loc-2bd29e8d-b962-472e-9e01-1ff06b6f9172,Fat Slice Demo,cat-1ffddf7e-d8e3-486d-bdcf-d71174757f14,Signature Recipes,itm-0cd2c318-4b64-4a8c-87c5-4dd8283ef921,Veggie Lover's  Pizza,catlg-02cb3174-d197-4ae1-85da-53698e66d63b,1.0000,2025-12-24 15:39:34.802541,0,Item,,NULL,NULL,NULL,False,NULL,NULL,NULL,True,False,2025-12-24 14:58:08.208856,2026-03-26 20:40:41.581159,2026-05-12 14:35:54.174971,NULL,NULL,lover pizza s veggie
org-d4efebe6-0ab3-4f44-a113-b9653a58c1d2,GRUBBRR Demos,loc-2bd29e8d-b962-472e-9e01-1ff06b6f9172,Fat Slice Demo,cat-86023512-34fd-49d8-ad86-b2da5b4d1edf,Beer,itm-ff8c1053-ad69-4557-bed7-833d684a9f5f,Regular Beer,catlg-02cb3174-d197-4ae1-85da-53698e66d63b,NULL,NULL,0,Item,,NULL,NULL,NULL,False,NULL,NULL,NULL,True,True,2025-12-24 14:58:08.208856,2025-12-24 14:58:08.208856,2026-05-12 14:35:54.174971,NULL,NULL,beer regular
org-d4efebe6-0ab3-4f44-a113-b9653a58c1d2,GRUBBRR Demos,loc-2bd29e8d-b962-472e-9e01-1ff06b6f9172,Fat Slice Demo,cat-248f6668-5b2f-4d1d-88d4-291504a00663,Tavern Style Recipes,itm-93a760a7-1b0e-4d82-9094-5c04022bce42,Ultimate Pizza,catlg-02cb3174-d197-4ae1-85da-53698e66d63b,1.9900,2025-12-24 15:39:34.377378,0,Item,,NULL,NULL,NULL,False,NULL,NULL,NULL,True,False,2025-12-24 14:58:08.208856,2025-12-24 15:38:21.403717,2026-05-12 14:35:54.174971,NULL,NULL,pizza ultimate
org-d4efebe6-0ab3-4f44-a113-b9653a58c1d2,GRUBBRR Demos,loc-2bd29e8d-b962-472e-9e01-1ff06b6f9172,Fat Slice Demo,cat-75024c9b-8ed2-4387-aec2-dbd7e7f1de73,Carryout Drinks,itm-9a751166-04f6-486d-8bba-3a51f3339dbc,Lipton  Citrus Green Tea,catlg-02cb3174-d197-4ae1-85da-53698e66d63b,1.8700,2025-12-24 15:39:19.799865,0,Item,,NULL,NULL,NULL,False,NULL,NULL,NULL,True,False,2025-12-24 14:58:08.208856,2025-12-24 14:58:08.208856,2026-05-12 14:35:54.174971,NULL,NULL,citrus green lipton tea
org-d4efebe6-0ab3-4f44-a113-b9653a58c1d2,GRUBBRR Demos,loc-2bd29e8d-b962-472e-9e01-1ff06b6f9172,Fat Slice Demo,cat-1852958f-c5d8-4ff0-99c2-eede6e11765b,Appetizer,itm-b61f6c40-5dab-48be-b3cd-4b543b015b55,Parmesan Cheese Shaker,catlg-02cb3174-d197-4ae1-85da-53698e66d63b,NULL,NULL,0,Item,,NULL,NULL,NULL,False,NULL,NULL,NULL,True,False,2025-12-24 14:58:08.208856,2025-12-24 15:38:21.403735,2026-05-12 14:35:54.174971,NULL,NULL,cheese parmesan shaker
org-d4efebe6-0ab3-4f44-a113-b9653a58c1d2,GRUBBRR Demos,loc-2bd29e8d-b962-472e-9e01-1ff06b6f9172,Fat Slice Demo,cat-da04b090-3657-48df-be98-46b26c08a809,Sides,itm-14a1b6fc-b026-4f06-857e-71eecd96fed1,Cheese Sticks,catlg-02cb3174-d197-4ae1-85da-53698e66d63b,4.8000,2025-12-24 15:39:17.333209,0,Item,,NULL,NULL,NULL,False,NULL,NULL,NULL,True,False,2025-12-24 14:58:08.208856,2026-03-27 05:25:24.064518,2026-05-12 14:35:54.174971,NULL,NULL,cheese sticks
org-d4efebe6-0ab3-4f44-a113-b9653a58c1d2,GRUBBRR Demos,loc-2bd29e8d-b962-472e-9e01-1ff06b6f9172,Fat Slice Demo,cat-73ba60c5-7606-45f1-b2f1-9010deba4511,Party of One,itm-407b4e05-c759-43b0-a57d-206a2de8e1fb,Meat Lover's  Melt,catlg-02cb3174-d197-4ae1-85da-53698e66d63b,1.0000,2025-12-24 15:39:25.380287,0,Item,,NULL,NULL,NULL,False,NULL,NULL,NULL,True,False,2025-12-24 14:58:08.208856,2025-12-24 15:38:21.403712,2026-05-12 14:35:54.174971,NULL,NULL,lover meat melt s
org-d4efebe6-0ab3-4f44-a113-b9653a58c1d2,GRUBBRR Demos,loc-2bd29e8d-b962-472e-9e01-1ff06b6f9172,Fat Slice Demo,cat-1852958f-c5d8-4ff0-99c2-eede6e11765b,Appetizer,itm-14dd6fb1-2329-48e1-9d24-73d1754b285c,Garlic Bread,catlg-02cb3174-d197-4ae1-85da-53698e66d63b,NULL,NULL,0,Item,,NULL,NULL,NULL,False,NULL,NULL,NULL,True,True,2025-12-24 14:58:08.208856,2025-12-24 14:58:08.208856,2026-05-12 14:35:54.174971,NULL,NULL,bread garlic
org-d4efebe6-0ab3-4f44-a113-b9653a58c1d2,GRUBBRR Demos,loc-2bd29e8d-b962-472e-9e01-1ff06b6f9172,Fat Slice Demo,cat-86023512-34fd-49d8-ad86-b2da5b4d1edf,Beer,itm-9ef2092c-cfed-4c51-823b-711ef514d86d,Lite Beer,catlg-02cb3174-d197-4ae1-85da-53698e66d63b,NULL,NULL,0,Item,,NULL,NULL,NULL,False,NULL,NULL,NULL,True,True,2025-12-24 14:58:08.208856,2025-12-24 14:58:08.208856,2026-05-12 14:35:54.174971,NULL,NULL,beer lite
org-d4efebe6-0ab3-4f44-a113-b9653a58c1d2,GRUBBRR Demos,loc-2bd29e8d-b962-472e-9e01-1ff06b6f9172,Fat Slice Demo,cat-75024c9b-8ed2-4387-aec2-dbd7e7f1de73,Carryout Drinks,itm-9432fb14-c9a5-4381-8eca-b0ec033ca32f,Dr. Pepper,catlg-02cb3174-d197-4ae1-85da-53698e66d63b,1.8700,2025-12-24 15:39:19.790408,0,Item,,NULL,NULL,NULL,False,NULL,NULL,NULL,True,False,2025-12-24 14:58:08.208856,2026-03-27 04:35:38.202202,2026-05-12 14:35:54.174971,NULL,NULL,dr pepper
org-d4efebe6-0ab3-4f44-a113-b9653a58c1d2,GRUBBRR Demos,loc-2bd29e8d-b962-472e-9e01-1ff06b6f9172,Fat Slice Demo,cat-0e2ed811-df7a-4eb4-b9b5-dcfcb1d25cea,Pizza,itm-ae57f6da-58b7-415c-a62f-385ebedab766,Cheesesteak,catlg-02cb3174-d197-4ae1-85da-53698e66d63b,NULL,NULL,0,Item,,NULL,NULL,NULL,False,NULL,NULL,NULL,False,True,2025-12-24 14:58:08.208856,2025-12-24 14:58:08.208856,2026-05-12 14:35:54.174971,NULL,NULL,cheesesteak
org-d4efebe6-0ab3-4f44-a113-b9653a58c1d2,GRUBBRR Demos,loc-2bd29e8d-b962-472e-9e01-1ff06b6f9172,Fat Slice Demo,cat-75024c9b-8ed2-4387-aec2-dbd7e7f1de73,Carryout Drinks,itm-59a67837-98bc-47f1-a274-7fdfb3001b1f,Carryout Drink,catlg-02cb3174-d197-4ae1-85da-53698e66d63b,NULL,NULL,0,Item,,NULL,NULL,NULL,False,NULL,NULL,NULL,False,True,2025-12-24 14:58:08.208856,2025-12-24 14:58:08.208856,2026-05-12 14:35:54.174971,NULL,NULL,carryout drink
org-d4efebe6-0ab3-4f44-a113-b9653a58c1d2,GRUBBRR Demos,loc-2bd29e8d-b962-472e-9e01-1ff06b6f9172,Fat Slice Demo,cat-1ffddf7e-d8e3-486d-bdcf-d71174757f14,Signature Recipes,itm-0e7a0c76-374e-417a-9c2d-254880d8033e,Meat Lover's  Pizza,catlg-02cb3174-d197-4ae1-85da-53698e66d63b,1.0000,2025-12-24 15:39:34.745123,0,Item,,NULL,NULL,NULL,False,NULL,NULL,NULL,True,False,2025-12-24 14:58:08.208856,2025-12-24 15:38:21.40371,2026-05-12 14:35:54.174971,NULL,NULL,lover meat pizza s
