menuitemid,menuitemname,average_rating,rating_count,rating_stddev
itm-e619b084-c34c-4820-82d8-e6f6a9920126,Blakes Hard Cider (16 oz Draft),4.45,150,0.72
itm-ced8e0f6-ae4d-44be-a368-480d74c1b344,Titos (Shot),4.72,174,0.37
itm-1a5a1d36-f852-4b9c-9c2e-1843b0776d21,Shareable Mac & Cheese,4.43,341,0.65
itm-9bf01c88-328d-4929-bb65-e657eebb0ae5,Regular Fountain Drink,4.31,461,0.53
itm-6fec8c23-b466-465b-9d19-4aeef2e941ff,15 pc Nugget Meal,4.69,140,0.31
itm-ca0e7d6a-6b02-494a-a089-a5299672103a,Cookie Crumble,4.37,176,0.57
itm-7ae98154-3e8c-452d-8338-abbf5a9b72f9,Cheese Fries,4.78,370,0.51
itm-c7c44760-4f96-4e1d-a9f9-f4d2c5d71cb2,BBQ Sauce (2 oz),4.82,221,0.45
itm-b24bf6a7-5180-4d50-925a-abe55fbd632f,Dos XX 21oz,4.24,314,0.62
itm-efc96219-4469-4119-9efb-da1371a988db,Frozen Blueberry Lavender Lemonade,4.7,132,0.36
itm-cc939ce7-e74a-481a-a4ba-5915f22fa8f5,HWHAP 10 pc Nuggets (a la carte),4.92,405,0.57
itm-0438c97c-5c77-4894-9ffc-aea05927810f,Large Cheese Sauce (8oz),4.71,394,0.42
itm-a2e4c7b7-6ec5-49cd-bea1-ef6b6fe6e41e,HWHAP Cheesy Hot Chicken Sandwich Meal,4.31,319,0.3
itm-3f434ebe-b8f5-4771-88e8-3776fdf2260b,20 Tender Platter,4.48,392,0.51
itm-746733fe-6409-4629-9239-eb7a6ef39343,5 pc Nuggets (a la carte),4.73,143,0.56
itm-d4c5091e-7bcb-44e2-a3e0-034de5476ee7,Corona Premier 12oz,4.49,369,0.57
itm-07e619aa-092d-4d74-84be-912c3803efcf,Ruby Red Mojito (RTD),4.83,359,0.58
itm-f94ab853-80bc-4782-885b-46570c2b7f83,Casadores (Shot),4.51,340,0.32
itm-fefc6241-54bc-4b4a-bc75-9f2869fc6b69,House Mazes Bahnhof\Spanish Steps (16 oz Draft),4.51,291,0.43
itm-68817b7e-02d4-4d56-9d30-3281f5c98dc7,Texas Caesar Salad,4.21,134,0.47
itm-0839d164-4b20-4b3b-8bd8-d5c242244591,HWHAP 5 pc Nuggets (a la carte),4.79,421,0.35
itm-4a3edc83-321b-476c-bc2b-a09b4e39dd9f,Breast (a la carte),4.67,487,0.47
itm-0a728067-65db-4711-8ef4-935542d665c5,Original Party Package,4.24,379,0.47
itm-5fbf8d04-ddb0-443f-bb8c-caab2ef80e2c,Cookie Monster Wheely,4.71,498,0.64
itm-f9440f35-0087-421f-9123-564f7d302067,HWHAP Tenders and Slaw,4.98,345,0.62
itm-421deebb-2376-48c1-8463-9355302c92aa,HWHAP 3 Tenders and Fries Meal,4.85,132,0.66
itm-8d20b359-67cc-460d-be15-6a6c7c9fb68a,Pellegrino Sparkling,4.95,118,0.45
itm-fc18f8de-3737-4e24-ad6b-07b2b501a53a,HWHAP SPICE CHALLENGE,4.24,202,0.74
itm-0616c8d2-3f4b-434a-b20f-86688c18aaa6,3 Tenders & Fries,4.45,258,0.56
itm-5a9c36b7-c7cf-475e-b3cf-1d80fed761a2,Tender (a la carte),4.99,378,0.54
itm-2550a7f4-a622-4b7d-98d4-1117c72e58b4,Frozen Regular Lemonade,4.23,431,0.4
itm-49fe5551-4b19-49b5-835f-2aa99b81ab84,Modelo Chelada Bomber 24oz,4.49,499,0.32
itm-c2f6c47a-434e-4b55-9446-e07844eb683d,The Mondi,4.72,239,0.36
itm-d762c964-232a-4544-984f-ba150a130855,Large Ranch (8oz),4.49,304,0.67
itm-3ec63724-c3f8-4bea-8b74-e210904ef72e,Tenders and Waffle,4.92,297,0.47
itm-56f337d5-430e-4ced-be8b-be726241af20,HWHAP Cheesy Hot Chicken Sandwich Meal,4.35,454,0.55
itm-ee2678e8-1bfb-433a-b17d-4aba58827035,15 pc Nugget Meal,4.94,365,0.43
itm-782af4f0-3c6a-45bd-9eff-c58c914e63c0,HWHAP Sandwich & Tender Meal,4.27,317,0.34
itm-19442478-41d3-4dab-bceb-3e0560a7758d,2 Tender Boxed Lunch,4.68,192,0.57
itm-218f7c9c-eb0f-4fe9-baba-e72db14d2e6a,HWHAP Texas Caesar Salad,4.46,140,0.46
itm-01b28971-36c1-4b92-8e54-ca392a56e87b,Chips Platter,4.44,328,0.6
itm-d2edb8b7-d34d-476a-b185-776465814031,Tender Platter,4.54,453,0.52
itm-b4598e56-13ef-4ec3-821a-4520fc83693f,Chilled Cucumber Watermelon Lemonade,4.56,472,0.74
itm-f6be3cbc-dbb1-4d3c-b56d-475758ff8e97,Red Velvet Wheely,4.48,322,0.44
itm-27445316-2b2c-4a52-8a38-0037db920d05,Chicken Tortilla Soup,4.98,129,0.34
itm-227e0df9-2a8f-4df9-aead-bfda85cdcade,Texas Caesar Salad Boxed Lunch,4.71,286,0.56
itm-f439014b-8cd0-4825-a93d-939d5ed6cd85,3 Tenders & Fries,4.8,181,0.78
itm-736a2b46-a0a3-4b87-960f-10d8f50a16d6,Large Fountain Drinks,4.31,411,0.64
itm-70cd25f8-26ec-49ee-8ed5-6d8e9748a6c2,Cheese Sauce (2 oz),4.55,164,0.33
itm-8b21d0b1-de49-4513-a2dc-c18880eaf411,Tender (a la carte),4.82,287,0.48
itm-5ccf1e69-0946-4f96-bcc9-3c863019b69e,Cheese Fries,4.96,116,0.6
itm-30d0f76f-e6a8-45b7-a715-ff81faef26d6,HWHAP SPICE CHALLENGE,4.74,289,0.49
itm-7fcc1068-2622-49fd-b00b-f7ca643f7eda,Regular Fountain Drink,4.81,393,0.37
itm-57b1c78c-59d2-42b0-bf57-5ea156ee1936,HWHAP 2 Tender Meal,4.49,260,0.62
itm-05b4ef7b-8c20-4a40-9fe6-95d464984cac,Texas Caesar Salad,4.4,158,0.31
itm-5adfe56a-d633-48d2-a98f-5f7d2c38a126,Frozen Regular Lemonade,4.35,365,0.49
itm-db0020fe-dce4-457d-9090-f1509a2ad7e9,HWHAP Original Sandwich (a la carte),4.65,234,0.69
itm-fe38188d-f8d1-407e-b351-5b868b14a0bd,Classic Sandwich (a la carte),4.76,209,0.8
itm-8f78aff3-ec7d-4109-8496-bb676cf59023,HWHAP Fusion Fries,4.43,351,0.4
itm-56108277-f92c-4c54-8277-e924ce56296f,Large Chips Platter,4.31,137,0.53
itm-87c3d657-7481-43c5-9c45-c0769ac547f5,15 pc Nuggets (a la carte),4.92,327,0.8
itm-05bda40f-5977-42fc-b053-20554a034c87,Cookie Crumble,4.85,263,0.63
itm-b0f06a77-07aa-4eac-9c63-fa8e1bb3957f,HWHAP Classic Sandwich (a la carte),4.77,381,0.57
itm-ff2fd12a-31a5-4b73-a664-a73cfcea74b4,Maple Syrup (2 oz),4.91,180,0.66
itm-0370e711-4b28-4ee2-8900-7899f6d0ce53,Ranch (2 oz),4.94,426,0.39
itm-18daeeb2-1aed-4cfd-acd8-068c961c4b3f,Coleslaw Platter,4.49,214,0.36
itm-d37dc926-7bcb-47c9-8628-bd2b85bb9ee5,HWHAP Southwest Salad,4.36,171,0.42
itm-9ce27939-de74-414b-87e6-489f336c6df7,HWHAP Tender (a la carte),4.6,284,0.58
itm-b7e60dc9-b857-4d1e-865b-e69a3b9b688c,Chicken Sandwich Platter,4.5,382,0.36
itm-ccee4271-3d38-4d3c-9216-75eeccc7a679,Pellegrino Sparkling,4.91,133,0.45
itm-111ba3b8-fe2a-4bc0-b412-f2e41aa03775,HWHAP 10 pc Nugget Meal,5,468,0.54
itm-235672f5-9135-4244-a34c-a0d45d411ea0,Cheesy Sandwich (a la carte),4.53,309,0.71
itm-c971f677-7ea0-4a03-8269-50e68c39ee0d,Shareable Mac & Cheese,4.26,262,0.62
itm-12a5d65c-dd1e-4d70-8d38-95db227b17d2,Tender and Waffle Platter (20 tenders/10 waffles),4.56,448,0.56
itm-1dee2889-d03d-4bdd-a27b-673b1764c784,Original Sandwich Platter (10),4.3,499,0.58
itm-d9ba4bf3-9725-4f39-90ee-324c47e01e94,Sandwich & Tender,4.67,493,0.78
itm-a1b13c78-5a05-474e-865c-f73f77e1fb4e,Tenders & Waffle,4.55,128,0.72
itm-099f2119-0706-4442-af54-a0d83287b3df,Chilled Strawberry Hibiscus Lemonade,4.61,255,0.38
itm-5cf07d18-eea6-40fd-8a2d-52c39fc69482,Plates (Per Person),4.46,463,0.41
itm-05439bf0-b4cb-4e17-a5e4-cc2cf59280e7,Cilantro Ranch (2 oz),4.96,365,0.75
itm-5ea4943e-78d3-438a-9091-0a978500cd4e,Classic Sandwich Platter,4.88,228,0.4
itm-feb6c0d6-8364-4437-9edc-c05a995f80fe,Original Sandwich (a la carte),4.97,240,0.36
itm-5c5d6f43-8213-4ce2-8167-df1c39b533c6,Large Fry Platter,4.44,373,0.35
itm-09c82ec8-9392-4d34-872b-485778bef2c7,HWHAP Cheesy Sandwich (a la carte),4.71,403,0.77
itm-882d7ef8-5e4e-4203-a55f-fcfce1bf9021,Coleslaw Platter,4.32,437,0.61
itm-bcde5449-d528-4589-bbd4-aea84b53ff8a,HWHAP Tenders and Slaw,4.92,272,0.72
itm-337fbe9e-c36f-4b6e-90a1-1de5f2a7bbbf,HWHAP Original Hot Chicken Sandwich Meal,4.65,114,0.34
itm-1c3172e1-addb-44ea-b931-9aa78ef98795,Large Ranch (8oz),4.96,494,0.59
itm-895dde95-76ad-47e8-86b7-8cdbc648384e,Southwest Salad,4.72,492,0.59
itm-ccb5644a-4cc5-44e2-a66b-3ffe8ac2a852,2 Tenders & Waffle Boxed Lunch,4.69,115,0.55
itm-7a200ad0-827d-4330-950a-ce5a4bf1b2fb,Small Fry Platter,4.7,248,0.62
itm-6c5bccca-708e-41f6-b767-c523770f4651,Breast (a la carte),4.44,225,0.7
itm-6c802ed9-8150-4089-9c52-6835cf96111b,Kids Meal,4.75,252,0.53
itm-98884f12-5011-4f5f-bb06-da7bdc318110,Cheesy Hot Chicken Sandwich,4.75,180,0.52
itm-76c00835-b3a5-4304-a287-01f482246671,Shareable Southwest Salad,4.59,204,0.47
itm-1fd0a0ac-3408-4ccb-bec0-d8216d6c25c8,HWHAP Loaded Fries,4.31,467,0.46
itm-3b920a56-97de-4ba9-a8d0-d4cb189c4f97,Mac & Cheese,4.99,276,0.79
itm-42a55b58-2625-45d8-b27a-b088bc3932b1,Regular Fountain Drinks,4.3,289,0.56
itm-c971f677-7ea0-4a03-8269-50e68c39ee0d,Shareable Mac & Cheese,4.28,223,0.53
itm-8ce8d982-a4b8-43a7-99e4-16c81171ff03,Frozen Strawberry Hibiscus Lemonade,4.41,226,0.37
itm-052ad069-e52f-4762-822b-4b66b0fc78d5,Shareable Caesar Salad,4.24,296,0.73
itm-37b9d507-c489-44f3-8b0d-b86fa99f4cfb,Chilled Blueberry Lavender Lemonade,4.53,181,0.71
itm-d9e2ba45-81ec-4e9e-9641-ab3c6436b725,3 Tenders Boxed Lunch,4.95,469,0.46
itm-72254011-40a2-48b7-96a9-ced47568bda9,Original Hot Chicken Sandwich,4.81,355,0.8
itm-e661999e-44c1-422e-ad32-ef3a99d549a7,Shake N' Waffle,4.57,257,0.55
itm-7c8b22bc-53ab-46b3-ba34-08df9431472d,Milkshake Strawberry,4.27,301,0.55
itm-984d8497-7a09-4d24-9dbb-5643faa45392,Frozen Cucumber Watermelon Lemonade,4.97,210,0.59
itm-4e1778d6-eee9-44a4-a5bb-ad65a5e45776,Original Chicken Sandwich Boxed Lunch,4.24,244,0.55
itm-715d6e8f-a345-4444-b857-8841d6216a77,Waffle Sandwich,4.91,434,0.64
itm-b5f1d2d7-31a9-4a4f-87a0-c74210764c26,Frozen Blueberry Lavender Lemonade,4.43,104,0.72
itm-052ad069-e52f-4762-822b-4b66b0fc78d5,Shareable Caesar Salad,4.54,235,0.66
itm-fca51943-da99-4059-b5f1-1e5c45e4de16,10 pc Nuggets (a la carte),4.81,287,0.32
itm-e7f1efaf-786c-4f4d-87cf-4d0fc1692c8a,Pickles (side),4.24,387,0.4
itm-0cf8eecb-29d1-4ffd-a415-230aca9cb8b8,Red Bull,4.64,137,0.49
itm-9f8a32cf-6157-47cd-a30d-509392740b50,10 pc Nugget Meal,4.56,381,0.44
itm-6a4e5105-94c4-4805-b772-4141fc8069fd,Honey (1 oz),4.99,448,0.61
itm-c8a040be-4b7b-4d80-aceb-79d50531f8be,The Mondi,4.3,149,0.5
itm-9bd1a828-d8c1-442d-9e8a-018d5c9c325a,Coleslaw (side),4.84,273,0.58
itm-91768a1f-4ad1-497d-8968-5e618f071363,Classic Chicken Sandwich Boxed Lunch,4.49,173,0.4
itm-36b5e1d7-2e40-4ca7-b359-1d208ba39f84,Caesar Dressing (2 oz),4.61,356,0.32
itm-6aed1a6a-2748-4afb-87ba-02099b737f5e,Milkshake Peppermint,4.23,465,0.47
itm-76c00835-b3a5-4304-a287-01f482246671,Shareable Southwest Salad,4.58,333,0.37
itm-e5330123-0b0c-4420-8422-204bdd552465,Buns (a la carte),4.91,171,0.46
itm-16116937-ec97-4f21-8333-8d81e6cdbb80,50 Nugget Platter,4.69,183,0.5
itm-3b920a56-97de-4ba9-a8d0-d4cb189c4f97,Mac & Cheese,4.69,253,0.6
itm-6aed1a6a-2748-4afb-87ba-02099b737f5e,Milkshake Peppermint,4.61,360,0.57
itm-3413c17a-41b5-474d-b106-06be5f6509ec,BBQ Sauce (2 oz),4.77,253,0.54
itm-6836afb2-a00d-483a-b1ee-e75268959bdf,Pickle Platter,4.21,269,0.64
itm-69c1c853-d3c5-4cf1-8d42-4b32fca6908d,Southwest Salad Boxed Lunch,4.98,398,0.45
itm-7a200ad0-827d-4330-950a-ce5a4bf1b2fb,Small Fry Platter,4.92,452,0.61
itm-6ed3be5c-6553-49c4-ac3c-dbf4ae4cc062,Buffalo Sauce (2oz),4.68,235,0.78
itm-ec22ce29-e66d-4ea0-a39e-4486888cd124,2 Tenders Meal,4.83,497,0.59
itm-057a936c-2335-4602-a6e6-de8c945cc695,Milkshake Chocolate,4.38,126,0.59
itm-745cb2f5-5309-447f-b694-08f7b41bebc2,Aquafina,4.34,422,0.66
itm-25b2119c-7a73-4ec0-a930-3d0c2894af79,Kids Honest Juice,4.82,294,0.37
itm-dd17b451-81d5-418e-a1f6-f726e68cf378,Cookie Monster Wheely,4.74,116,0.59
itm-95fbfb51-c106-48e6-9a8a-edc293e08726,HWHAP Chicken Tortilla Soup,4.76,197,0.31
itm-9bba6184-7457-446b-aaa5-f1afefd1aea8,Tenders and Slaw,4.45,177,0.51
itm-2b802d9f-a5a2-4601-8de1-49064a0fab6f,Waffle (a la carte),4.36,356,0.69
itm-7a003f9f-25c1-4182-b04a-4c5b81dc2a76,Large House Sauce (8oz),4.94,476,0.66
itm-3e4b1266-87af-4641-94c9-2cd83cf1dc77,Waffle Platter (10),4.76,365,0.4
itm-3cd61c88-f68c-4278-a29e-31489f69db60,Shake N' Fries,4.46,439,0.54
itm-84cde381-bc1c-4c7a-8011-0e98341891f4,Sandwich & Tender Boxed Lunch,4.5,188,0.53
itm-3ee97f85-a9d3-4678-adc3-16544b27a997,Fries (side),4.63,379,0.48
itm-4096cf42-7395-4fb4-9853-07c5cd52cd33,10 Tender Tray,4.82,469,0.64
itm-571c9ac0-cae0-4941-bcd5-e8d88f2d724d,HWHAP 15 pc Nugget Meal,4.84,235,0.61
itm-a9ce0b29-6892-466d-9813-5c7506f7914e,Milkshake Vanilla,4.35,226,0.44
itm-8867f72c-e47e-4970-8fda-7dc6fe666aaf,Fusion Fries,4.44,252,0.69
itm-e0275e54-a5e7-4714-b3a8-f8b6ae1718b0,HWHAP Classic Chicken Sandwich Meal,4.76,453,0.65
itm-44fffb5f-7346-4a55-b971-77199778609e,5 pc Nuggets (a la carte),4.45,278,0.58
itm-5ea4943e-78d3-438a-9091-0a978500cd4e,Classic Sandwich Platter,4.95,469,0.44
itm-f30c991c-73cf-444b-be43-d0b5fc9b7795,Lemonade Refill,4.3,446,0.57
itm-0df079f2-38b0-4654-a6fe-74642b795a7c,Double Double,4.92,302,0.71
itm-40871f82-0bc5-44b8-9b55-d21741dcc94e,Tender and Waffle Platter,4.96,174,0.45
itm-072dfab7-80c1-42dc-8f56-726f1c749135,Small Fountain Drink,4.43,465,0.34
itm-d975150f-1c3c-4cb3-857f-ff5eddd75e01,HWHAP 15 pc Nuggets (a la carte),4.94,435,0.43
itm-a6aa077f-e043-4c55-a0f1-3fcaad580c16,Original Party Package,4.58,203,0.71
itm-cd0c4785-374c-4bab-8f6c-66c099060b75,HWHAP 10 pc Nuggets (a la carte),4.42,387,0.65
itm-38e949c5-f3d5-48be-8b2e-0d5ce80c6f68,20 Tender Platter,4.31,415,0.67
itm-90eb4882-346c-46d8-a4aa-dc01f1500b4b,Large Cheese Sauce (8oz),4.39,125,0.63
itm-caaf73ac-71c4-4b43-9b79-4f2c8ff84296,HWHAP 5 pc Nuggets (a la carte),4.62,426,0.42
itm-b87e14ae-800c-4088-9a98-095475dc04ea,Utensils (per person),4.28,269,0.66
itm-ba15aea2-98e5-4407-b153-ea947ea35242,Chocolate Chip Wheely,4.28,494,0.37
itm-84187632-ebe9-4b42-8b4b-0be2815bcbdf,HWHAP 3 Tenders and Fries Meal,4.97,180,0.5
itm-9b03953a-ae65-42a3-b54a-dae8bf07335e,Loaded Fries,4.95,343,0.54
itm-1ede0773-df6f-4c26-87d7-9529413ff761,Classic Chicken Sandwich,4.36,247,0.46
itm-42b0a2fc-9c74-4649-9acb-45f6889b5bbc,House Sauce (2 oz),4.72,493,0.34
